region	chr	midPos	Nsites	Fst
(7,451)(10113,109774)(10000,110000)	chr11	60000	446	0.076907
(64,525)(20018,119829)(20000,120000)	chr11	70000	463	0.071407
(136,550)(30153,129160)(30000,130000)	chr11	80000	416	0.068032
(226,597)(40210,139947)(40000,140000)	chr11	90000	373	0.068719
(297,620)(60114,149225)(50000,150000)	chr11	100000	325	0.073423
(297,650)(60114,159780)(60000,160000)	chr11	110000	355	0.073204
(298,702)(92573,169663)(70000,170000)	chr11	120000	406	0.070460
(298,709)(92573,171059)(80000,180000)	chr11	130000	413	0.070589
(298,710)(92573,181411)(90000,190000)	chr11	140000	414	0.070624
(364,719)(100154,199942)(100000,200000)	chr11	150000	357	0.070701
(452,722)(110029,205034)(110000,210000)	chr11	160000	272	0.071789
(526,724)(120203,215182)(120000,220000)	chr11	170000	200	0.073124
(551,726)(130216,220937)(130000,230000)	chr11	180000	177	0.074541
(598,730)(140018,232762)(140000,240000)	chr11	190000	134	0.073253
(621,732)(155610,241315)(150000,250000)	chr11	200000	113	0.068003
(651,732)(160207,241315)(160000,260000)	chr11	210000	83	0.067082
(703,732)(170068,241315)(170000,270000)	chr11	220000	31	0.094470
(710,733)(181411,275455)(180000,280000)	chr11	230000	25	0.098522
(711,737)(191551,289739)(190000,290000)	chr11	240000	28	0.089493
(720,812)(204923,299851)(200000,300000)	chr11	250000	94	0.069700
(723,887)(210225,309627)(210000,310000)	chr11	260000	166	0.073707
(725,887)(220215,309627)(220000,320000)	chr11	270000	164	0.073111
(727,889)(230180,320442)(230000,330000)	chr11	280000	164	0.073374
(731,889)(241185,320442)(240000,340000)	chr11	290000	160	0.072835
(733,892)(275455,349961)(250000,350000)	chr11	300000	161	0.072990
(733,894)(275455,353856)(260000,360000)	chr11	310000	163	0.073200
(733,894)(275455,353856)(270000,370000)	chr11	320000	163	0.073200
(734,894)(286298,353856)(280000,380000)	chr11	330000	162	0.073136
(738,956)(290029,389882)(290000,390000)	chr11	340000	220	0.069064
(813,1015)(300062,399528)(300000,400000)	chr11	350000	204	0.070259
