region	chr	midPos	Nsites	Fst
(4,171)(64688,159407)(60000,160000)	chr4	110000	169	0.086707
(12,232)(99869,169865)(70000,170000)	chr4	120000	222	0.092817
(12,281)(99869,179320)(80000,180000)	chr4	130000	271	0.092449
(12,307)(99869,189484)(90000,190000)	chr4	140000	297	0.092225
(13,343)(100536,199927)(100000,200000)	chr4	150000	332	0.089518
(14,401)(118383,209356)(110000,210000)	chr4	160000	389	0.086063
(16,456)(120737,219825)(120000,220000)	chr4	170000	442	0.084806
(62,482)(130189,229764)(130000,230000)	chr4	180000	422	0.086365
(95,507)(140923,239970)(140000,240000)	chr4	190000	414	0.082441
(157,583)(150060,249894)(150000,250000)	chr4	200000	428	0.081436
(172,667)(161120,259680)(160000,260000)	chr4	210000	497	0.078087
(233,725)(170128,269598)(170000,270000)	chr4	220000	494	0.075714
(282,750)(184289,279401)(180000,280000)	chr4	230000	470	0.072639
(308,789)(190187,289983)(190000,290000)	chr4	240000	483	0.071153
(344,822)(200018,299143)(200000,300000)	chr4	250000	480	0.071521
(402,852)(210402,309150)(210000,310000)	chr4	260000	452	0.074016
(457,875)(220058,319778)(220000,320000)	chr4	270000	420	0.073265
(483,896)(230216,329989)(230000,330000)	chr4	280000	415	0.073562
(508,916)(240580,339182)(240000,340000)	chr4	290000	410	0.072728
(584,958)(250029,349642)(250000,350000)	chr4	300000	376	0.073799
(668,993)(261914,359694)(260000,360000)	chr4	310000	327	0.073213
(726,1036)(270330,369944)(270000,370000)	chr4	320000	312	0.071991
(751,1107)(280023,379777)(280000,380000)	chr4	330000	358	0.077906
(790,1149)(290940,389509)(290000,390000)	chr4	340000	361	0.081050
(823,1159)(302739,399244)(300000,400000)	chr4	350000	338	0.081922
(853,1188)(310924,408887)(310000,410000)	chr4	360000	337	0.079945
(876,1277)(320136,419889)(320000,420000)	chr4	370000	403	0.091325
(897,1322)(330525,429977)(330000,430000)	chr4	380000	427	0.089276
(917,1381)(340409,439981)(340000,440000)	chr4	390000	466	0.089013
(959,1409)(350315,448826)(350000,450000)	chr4	400000	452	0.089194
(994,1420)(360567,459925)(360000,460000)	chr4	410000	428	0.090048
(1037,1424)(370832,460091)(370000,470000)	chr4	420000	389	0.092201
(1108,1440)(380069,479919)(380000,480000)	chr4	430000	334	0.091092
(1150,1449)(390477,489885)(390000,490000)	chr4	440000	301	0.090217
(1160,1512)(400368,499911)(400000,500000)	chr4	450000	354	0.088600
(1189,1613)(410224,509828)(410000,510000)	chr4	460000	426	0.082020
(1278,1702)(420334,519908)(420000,520000)	chr4	470000	426	0.071744
(1323,1754)(430033,529914)(430000,530000)	chr4	480000	433	0.072320
(1382,1816)(440097,539722)(440000,540000)	chr4	490000	436	0.081546
(1410,1847)(452682,548852)(450000,550000)	chr4	500000	439	0.082871
(1421,1903)(460050,559675)(460000,560000)	chr4	510000	484	0.084069
(1425,1943)(472602,567386)(470000,570000)	chr4	520000	520	0.081836
(1441,2023)(484780,579604)(480000,580000)	chr4	530000	584	0.081644
(1450,2047)(490098,587608)(490000,590000)	chr4	540000	599	0.081791
(1513,2055)(500291,599842)(500000,600000)	chr4	550000	544	0.081928
(1614,2076)(510155,609709)(510000,610000)	chr4	560000	464	0.086187
(1703,2106)(520008,614821)(520000,620000)	chr4	570000	405	0.085916
(1755,2110)(530048,627373)(530000,630000)	chr4	580000	357	0.087664
(1817,2160)(540211,639736)(540000,640000)	chr4	590000	345	0.075746
