region	chr	midPos	Nsites	Fst
(116,600)(10010,109631)(10000,110000)	chr13	60000	486	0.085164
(182,611)(20078,119970)(20000,120000)	chr13	70000	431	0.087933
(249,622)(30103,127016)(30000,130000)	chr13	80000	375	0.094353
(307,663)(40476,138012)(40000,140000)	chr13	90000	358	0.098519
(340,682)(50770,148446)(50000,150000)	chr13	100000	344	0.098821
(382,703)(60204,159900)(60000,160000)	chr13	110000	323	0.100449
(419,736)(71203,169777)(70000,170000)	chr13	120000	319	0.092220
(441,787)(80044,179864)(80000,180000)	chr13	130000	348	0.088821
(479,847)(90181,189915)(90000,190000)	chr13	140000	370	0.094852
(538,942)(100552,199902)(100000,200000)	chr13	150000	406	0.093613
(601,993)(110095,209462)(110000,210000)	chr13	160000	394	0.091785
(612,1033)(120133,219949)(120000,220000)	chr13	170000	423	0.090900
(623,1064)(130519,229905)(130000,230000)	chr13	180000	443	0.091549
(664,1122)(143771,239894)(140000,240000)	chr13	190000	460	0.090273
(683,1200)(150758,249943)(150000,250000)	chr13	200000	519	0.091833
(704,1272)(160036,259491)(160000,260000)	chr13	210000	570	0.088543
(737,1317)(170070,268776)(170000,270000)	chr13	220000	582	0.087286
(788,1377)(180001,279860)(180000,280000)	chr13	230000	591	0.085466
(848,1462)(190011,289819)(190000,290000)	chr13	240000	616	0.081020
(943,1510)(200021,299794)(200000,300000)	chr13	250000	569	0.080125
(994,1545)(210426,309852)(210000,310000)	chr13	260000	553	0.080967
(1034,1575)(220019,319910)(220000,320000)	chr13	270000	543	0.081507
(1065,1600)(230015,328305)(230000,330000)	chr13	280000	537	0.082115
(1123,1646)(240024,339905)(240000,340000)	chr13	290000	525	0.081833
(1201,1697)(250052,348659)(250000,350000)	chr13	300000	498	0.082624
(1273,1751)(260477,357253)(260000,360000)	chr13	310000	480	0.082683
(1318,1765)(270520,368789)(270000,370000)	chr13	320000	449	0.084742
(1378,1818)(280115,379024)(280000,380000)	chr13	330000	442	0.086589
(1463,1914)(290255,389989)(290000,390000)	chr13	340000	453	0.087805
(1511,1970)(300286,399917)(300000,400000)	chr13	350000	461	0.086389
(1546,2006)(310232,409599)(310000,410000)	chr13	360000	462	0.086613
(1576,2036)(320273,419968)(320000,420000)	chr13	370000	462	0.086769
(1601,2068)(330186,429658)(330000,430000)	chr13	380000	469	0.084444
(1647,2114)(340152,439980)(340000,440000)	chr13	390000	469	0.084030
(1698,2115)(350681,441246)(350000,450000)	chr13	400000	419	0.079637
(1752,2128)(366238,458547)(360000,460000)	chr13	410000	378	0.082371
(1766,2144)(370779,467980)(370000,470000)	chr13	420000	380	0.082525
(1819,2162)(380012,479587)(380000,480000)	chr13	430000	345	0.083630
(1915,2172)(390055,488181)(390000,490000)	chr13	440000	259	0.086044
(1971,2188)(400029,499266)(400000,500000)	chr13	450000	219	0.097381
(2007,2210)(410921,509224)(410000,510000)	chr13	460000	205	0.094199
(2037,2212)(420135,513715)(420000,520000)	chr13	470000	177	0.093273
(2069,2241)(430184,526431)(430000,530000)	chr13	480000	174	0.088793
(2115,2241)(441246,526431)(440000,540000)	chr13	490000	128	0.088630
(2116,2254)(452151,545336)(450000,550000)	chr13	500000	140	0.091158
(2129,2259)(461694,558569)(460000,560000)	chr13	510000	132	0.092833
(2145,2268)(470813,563736)(470000,570000)	chr13	520000	125	0.090798
(2163,2268)(480313,563736)(480000,580000)	chr13	530000	107	0.089714
(2173,2268)(490954,563736)(490000,590000)	chr13	540000	97	0.091887
(2189,2269)(500490,594985)(500000,600000)	chr13	550000	82	0.077892
(2211,2270)(513169,600050)(510000,610000)	chr13	560000	61	0.074810
(2213,2270)(520227,600050)(520000,620000)	chr13	570000	59	0.075010
(2242,2270)(544793,600050)(530000,630000)	chr13	580000	30	0.084142
(2242,2272)(544793,632696)(540000,640000)	chr13	590000	32	0.087512
(2255,2273)(551160,645373)(550000,650000)	chr13	600000	20	0.071690
(2260,2273)(562121,645373)(560000,660000)	chr13	610000	15	0.079207
(2269,2273)(594985,645373)(570000,670000)	chr13	620000	6	0.090368
(2269,2275)(594985,677222)(580000,680000)	chr13	630000	8	0.089785
(2269,2282)(594985,689982)(590000,690000)	chr13	640000	15	0.081538
(2270,2287)(600050,699744)(600000,700000)	chr13	650000	19	0.076895
(2271,2288)(632422,709391)(610000,710000)	chr13	660000	19	0.097802
(2271,2288)(632422,709391)(620000,720000)	chr13	670000	19	0.097802
(2271,2288)(632422,709391)(630000,730000)	chr13	680000	19	0.097802
(2273,2288)(645373,709391)(640000,740000)	chr13	690000	17	0.092795
(2274,2290)(673802,742824)(650000,750000)	chr13	700000	18	0.092873
(2274,2291)(673802,751780)(660000,760000)	chr13	710000	19	0.090860
(2274,2291)(673802,751780)(670000,770000)	chr13	720000	19	0.090860
(2276,2293)(682739,776600)(680000,780000)	chr13	730000	19	0.087325
(2283,2294)(690003,782074)(690000,790000)	chr13	740000	13	0.091056
(2288,2302)(709391,794426)(700000,800000)	chr13	750000	16	0.081765
(2289,2303)(741775,804967)(710000,810000)	chr13	760000	16	0.061159
(2289,2303)(741775,804967)(720000,820000)	chr13	770000	16	0.061159
(2289,2307)(741775,826672)(730000,830000)	chr13	780000	20	0.069828
(2289,2307)(741775,826672)(740000,840000)	chr13	790000	20	0.069828
(2291,2310)(751780,849963)(750000,850000)	chr13	800000	21	0.063774
(2292,2315)(776591,850321)(760000,860000)	chr13	810000	25	0.059150
(2292,2315)(776591,850321)(770000,870000)	chr13	820000	25	0.059150
(2294,2315)(782074,850321)(780000,880000)	chr13	830000	23	0.058931
(2295,2315)(792563,850321)(790000,890000)	chr13	840000	22	0.059806
(2303,2315)(804967,850321)(800000,900000)	chr13	850000	14	0.061999
(2304,2315)(826545,850321)(810000,910000)	chr13	860000	13	0.061861
(2304,2315)(826545,850321)(820000,920000)	chr13	870000	13	0.061861
(2308,2315)(843000,850321)(830000,930000)	chr13	880000	9	0.041696
(2308,2315)(843000,850321)(840000,940000)	chr13	890000	9	0.041696
(2311,2315)(850089,850321)(850000,950000)	chr13	900000	6	0.040429
(2316,2326)(1000626,1009069)(910000,1010000)	chr13	960000	12	0.106396
(2316,2327)(1000626,1014568)(920000,1020000)	chr13	970000	13	0.100497
(2316,2327)(1000626,1014568)(930000,1030000)	chr13	980000	13	0.100497
(2316,2327)(1000626,1014568)(940000,1040000)	chr13	990000	13	0.100497
(2316,2327)(1000626,1014568)(950000,1050000)	chr13	1000000	13	0.100497
(2316,2328)(1000626,1050192)(960000,1060000)	chr13	1010000	14	0.101269
(2316,2328)(1000626,1050192)(970000,1070000)	chr13	1020000	14	0.101269
(2316,2331)(1000626,1073054)(980000,1080000)	chr13	1030000	17	0.091752
(2316,2331)(1000626,1073054)(990000,1090000)	chr13	1040000	17	0.091752
(2316,2331)(1000626,1073054)(1000000,1100000)	chr13	1050000	17	0.091752
(2327,2331)(1014568,1073054)(1010000,1110000)	chr13	1060000	6	0.056768
(2328,2331)(1050192,1073054)(1020000,1120000)	chr13	1070000	5	0.062093
(2328,2331)(1050192,1073054)(1030000,1130000)	chr13	1080000	5	0.062093
(2328,2331)(1050192,1073054)(1040000,1140000)	chr13	1090000	5	0.062093
(2328,2331)(1050192,1073054)(1050000,1150000)	chr13	1100000	5	0.062093
(2329,2331)(1072744,1073054)(1060000,1160000)	chr13	1110000	4	0.043000
(2329,2331)(1072744,1073054)(1070000,1170000)	chr13	1120000	4	0.043000
(2332,2332)(1236400,1236400)(1140000,1240000)	chr13	1190000	2	0.036427
(2332,2332)(1236400,1236400)(1150000,1250000)	chr13	1200000	2	0.036427
(2332,2333)(1236400,1250408)(1160000,1260000)	chr13	1210000	3	0.046400
(2332,2333)(1236400,1250408)(1170000,1270000)	chr13	1220000	3	0.046400
(2332,2333)(1236400,1250408)(1180000,1280000)	chr13	1230000	3	0.046400
(2332,2333)(1236400,1250408)(1190000,1290000)	chr13	1240000	3	0.046400
(2332,2333)(1236400,1250408)(1200000,1300000)	chr13	1250000	3	0.046400
(2332,2333)(1236400,1250408)(1210000,1310000)	chr13	1260000	3	0.046400
(2332,2353)(1236400,1316996)(1220000,1320000)	chr13	1270000	23	0.051350
(2332,2354)(1236400,1324316)(1230000,1330000)	chr13	1280000	24	0.054253
(2333,2356)(1250408,1330344)(1240000,1340000)	chr13	1290000	25	0.055563
(2333,2356)(1250408,1330344)(1250000,1350000)	chr13	1300000	25	0.055563
(2334,2356)(1312886,1330344)(1260000,1360000)	chr13	1310000	24	0.055582
(2334,2362)(1312886,1368748)(1270000,1370000)	chr13	1320000	30	0.053636
(2334,2364)(1312886,1379415)(1280000,1380000)	chr13	1330000	32	0.055396
(2334,2367)(1312886,1389123)(1290000,1390000)	chr13	1340000	35	0.055929
(2334,2375)(1312886,1399906)(1300000,1400000)	chr13	1350000	43	0.063406
(2334,2388)(1312886,1405313)(1310000,1410000)	chr13	1360000	56	0.073163
(2354,2388)(1324316,1405313)(1320000,1420000)	chr13	1370000	36	0.085261
(2355,2388)(1330307,1405313)(1330000,1430000)	chr13	1380000	35	0.084141
(2357,2388)(1361044,1405313)(1340000,1440000)	chr13	1390000	33	0.085331
(2357,2388)(1361044,1405313)(1350000,1450000)	chr13	1400000	33	0.085331
(2357,2388)(1361044,1405313)(1360000,1460000)	chr13	1410000	33	0.085331
(2363,2388)(1376713,1405313)(1370000,1470000)	chr13	1420000	27	0.094370
(2365,2388)(1389007,1405313)(1380000,1480000)	chr13	1430000	25	0.095491
(2368,2388)(1395739,1405313)(1390000,1490000)	chr13	1440000	22	0.100117
(2376,2388)(1400185,1405313)(1400000,1500000)	chr13	1450000	14	0.104840
(2389,2389)(1509545,1509545)(1410000,1510000)	chr13	1460000	2	0.051888
(2389,2389)(1509545,1509545)(1420000,1520000)	chr13	1470000	2	0.051888
(2389,2390)(1509545,1527697)(1430000,1530000)	chr13	1480000	3	0.130195
(2389,2392)(1509545,1531727)(1440000,1540000)	chr13	1490000	5	0.076882
(2389,2392)(1509545,1531727)(1450000,1550000)	chr13	1500000	5	0.076882
(2389,2392)(1509545,1531727)(1460000,1560000)	chr13	1510000	5	0.076882
(2389,2392)(1509545,1531727)(1470000,1570000)	chr13	1520000	5	0.076882
(2389,2392)(1509545,1531727)(1480000,1580000)	chr13	1530000	5	0.076882
(2389,2392)(1509545,1531727)(1490000,1590000)	chr13	1540000	5	0.076882
(2389,2392)(1509545,1531727)(1500000,1600000)	chr13	1550000	5	0.076882
(2390,2392)(1527697,1531727)(1510000,1610000)	chr13	1560000	4	0.085306
(2390,2406)(1527697,1617575)(1520000,1620000)	chr13	1570000	18	0.155573
(2391,2413)(1531585,1629844)(1530000,1630000)	chr13	1580000	24	0.137478
(2393,2445)(1616898,1639241)(1540000,1640000)	chr13	1590000	54	0.094379
(2393,2476)(1616898,1647863)(1550000,1650000)	chr13	1600000	85	0.094462
(2393,2515)(1616898,1659803)(1560000,1660000)	chr13	1610000	124	0.109970
(2393,2601)(1616898,1669423)(1570000,1670000)	chr13	1620000	210	0.089109
(2393,2638)(1616898,1679829)(1580000,1680000)	chr13	1630000	247	0.093829
(2393,2680)(1616898,1688968)(1590000,1690000)	chr13	1640000	289	0.118246
(2393,2711)(1616898,1699583)(1600000,1700000)	chr13	1650000	320	0.114314
(2393,2752)(1616898,1709967)(1610000,1710000)	chr13	1660000	361	0.126469
(2407,2765)(1624353,1719735)(1620000,1720000)	chr13	1670000	360	0.125613
(2414,2782)(1630103,1728815)(1630000,1730000)	chr13	1680000	370	0.125214
(2446,2811)(1640157,1739120)(1640000,1740000)	chr13	1690000	367	0.131425
(2477,2830)(1650035,1749340)(1650000,1750000)	chr13	1700000	355	0.132873
(2516,2884)(1660100,1759560)(1660000,1760000)	chr13	1710000	370	0.124009
(2602,2930)(1670029,1769790)(1670000,1770000)	chr13	1720000	330	0.132864
(2639,2957)(1680051,1779468)(1680000,1780000)	chr13	1730000	320	0.125350
(2681,2960)(1690115,1785528)(1690000,1790000)	chr13	1740000	281	0.105200
(2712,2969)(1701203,1799831)(1700000,1800000)	chr13	1750000	259	0.109855
(2753,2975)(1710332,1806927)(1710000,1810000)	chr13	1760000	224	0.087916
(2766,2984)(1720745,1819730)(1720000,1820000)	chr13	1770000	220	0.083302
(2783,2993)(1730423,1828933)(1730000,1830000)	chr13	1780000	212	0.086713
(2812,2995)(1740375,1832507)(1740000,1840000)	chr13	1790000	185	0.079943
(2831,2999)(1750016,1848683)(1750000,1850000)	chr13	1800000	170	0.078283
(2885,3005)(1760126,1858139)(1760000,1860000)	chr13	1810000	122	0.084571
(2931,3013)(1770407,1868578)(1770000,1870000)	chr13	1820000	84	0.097422
(2958,3022)(1780535,1879415)(1780000,1880000)	chr13	1830000	66	0.117404
(2961,3030)(1791680,1888866)(1790000,1890000)	chr13	1840000	71	0.120590
(2970,3040)(1801446,1896972)(1800000,1900000)	chr13	1850000	72	0.121256
(2976,3042)(1810927,1905668)(1810000,1910000)	chr13	1860000	68	0.125948
(2985,3042)(1820184,1905668)(1820000,1920000)	chr13	1870000	59	0.133943
(2994,3042)(1832473,1905668)(1830000,1930000)	chr13	1880000	50	0.120316
(2996,3045)(1844457,1938833)(1840000,1940000)	chr13	1890000	51	0.123672
(3000,3075)(1853130,1949845)(1850000,1950000)	chr13	1900000	77	0.113455
(3006,3081)(1861067,1959786)(1860000,1960000)	chr13	1910000	77	0.104457
(3014,3084)(1874909,1969080)(1870000,1970000)	chr13	1920000	72	0.103831
(3023,3090)(1880064,1977561)(1880000,1980000)	chr13	1930000	69	0.107469
(3031,3096)(1891615,1988731)(1890000,1990000)	chr13	1940000	67	0.102311
(3041,3106)(1904221,1999757)(1900000,2000000)	chr13	1950000	67	0.092238
(3043,3129)(1936286,2009244)(1910000,2010000)	chr13	1960000	88	0.089517
