region	chr	midPos	Nsites	Fst
(38,521)(10334,108302)(10000,110000)	chr7	60000	485	0.073479
(88,560)(20411,119640)(20000,120000)	chr7	70000	474	0.075893
(149,648)(30032,129897)(30000,130000)	chr7	80000	501	0.072092
(233,729)(40109,139890)(40000,140000)	chr7	90000	498	0.066447
(314,826)(50071,149857)(50000,150000)	chr7	100000	514	0.068257
(389,887)(63981,159746)(60000,160000)	chr7	110000	500	0.072178
(393,960)(74093,169941)(70000,170000)	chr7	120000	569	0.074715
(400,1053)(81386,178572)(80000,180000)	chr7	130000	655	0.074524
(439,1071)(92579,189734)(90000,190000)	chr7	140000	634	0.075574
(475,1139)(101671,199970)(100000,200000)	chr7	150000	666	0.078452
(522,1200)(110389,209842)(110000,210000)	chr7	160000	680	0.078573
(561,1267)(120990,219954)(120000,220000)	chr7	170000	708	0.076500
(649,1368)(130118,229846)(130000,230000)	chr7	180000	721	0.079002
(730,1388)(140051,239676)(140000,240000)	chr7	190000	660	0.081621
(827,1465)(150001,249954)(150000,250000)	chr7	200000	640	0.082843
(888,1563)(160092,259966)(160000,260000)	chr7	210000	677	0.081002
(961,1645)(171101,269387)(170000,270000)	chr7	220000	686	0.079093
(1054,1700)(180006,279887)(180000,280000)	chr7	230000	648	0.082635
(1072,1758)(190696,289924)(190000,290000)	chr7	240000	688	0.084330
(1140,1779)(200170,296969)(200000,300000)	chr7	250000	641	0.085426
(1201,1784)(210127,309977)(210000,310000)	chr7	260000	585	0.087580
(1268,1786)(220027,312775)(220000,320000)	chr7	270000	520	0.091829
(1369,1787)(230648,324369)(230000,330000)	chr7	280000	420	0.093016
(1389,1787)(240016,324369)(240000,340000)	chr7	290000	400	0.092969
(1466,1809)(250180,349726)(250000,350000)	chr7	300000	345	0.094140
(1564,1832)(260190,358096)(260000,360000)	chr7	310000	270	0.095921
(1646,1834)(270147,360427)(270000,370000)	chr7	320000	190	0.105152
(1701,1854)(280121,379963)(280000,380000)	chr7	330000	155	0.104174
(1759,1890)(290441,389868)(290000,390000)	chr7	340000	133	0.115948
(1780,1936)(304990,399884)(300000,400000)	chr7	350000	158	0.108926
(1785,1970)(310134,409773)(310000,410000)	chr7	360000	187	0.097815
(1787,2000)(324369,419569)(320000,420000)	chr7	370000	215	0.093078
(1788,2024)(343897,424260)(330000,430000)	chr7	380000	238	0.091290
(1788,2024)(343897,424260)(340000,440000)	chr7	390000	238	0.091290
(1810,2029)(350181,449744)(350000,450000)	chr7	400000	221	0.089570
(1833,2111)(360105,458909)(360000,460000)	chr7	410000	280	0.086467
(1835,2151)(370946,469779)(370000,470000)	chr7	420000	318	0.085562
(1855,2221)(381337,479866)(380000,480000)	chr7	430000	368	0.082813
(1891,2287)(390319,489763)(390000,490000)	chr7	440000	398	0.079905
(1937,2334)(400144,499989)(400000,500000)	chr7	450000	399	0.083866
(1971,2354)(410577,509185)(410000,510000)	chr7	460000	385	0.089662
(2001,2371)(420262,519988)(420000,520000)	chr7	470000	372	0.091892
(2025,2450)(448859,529990)(430000,530000)	chr7	480000	427	0.087337
(2025,2520)(448859,539842)(440000,540000)	chr7	490000	497	0.087154
(2030,2579)(450195,549999)(450000,550000)	chr7	500000	551	0.089656
(2112,2615)(460741,559980)(460000,560000)	chr7	510000	505	0.092651
(2152,2667)(470029,569960)(470000,570000)	chr7	520000	517	0.090108
(2222,2709)(480138,578985)(480000,580000)	chr7	530000	489	0.091015
(2288,2752)(490074,589001)(490000,590000)	chr7	540000	466	0.089963
