region	chr	midPos	Nsites	Fst
(41,406)(10201,105612)(10000,110000)	chr6	60000	367	0.065944
(52,415)(24464,116988)(20000,120000)	chr6	70000	365	0.066400
(78,492)(30090,129976)(30000,130000)	chr6	80000	416	0.064156
(163,601)(40008,139833)(40000,140000)	chr6	90000	440	0.068164
(192,673)(50074,149713)(50000,150000)	chr6	100000	483	0.067209
(204,814)(60091,159565)(60000,160000)	chr6	110000	612	0.063738
(272,923)(70085,169282)(70000,170000)	chr6	120000	653	0.068171
(342,1020)(80095,179663)(80000,180000)	chr6	130000	680	0.068391
(392,1110)(96975,189989)(90000,190000)	chr6	140000	720	0.070963
(402,1192)(100358,199983)(100000,200000)	chr6	150000	792	0.071675
(407,1268)(110476,209861)(110000,210000)	chr6	160000	863	0.070417
(416,1376)(120029,219862)(120000,220000)	chr6	170000	962	0.068907
(493,1483)(130010,229839)(130000,230000)	chr6	180000	992	0.070126
(602,1582)(140037,239054)(140000,240000)	chr6	190000	982	0.069128
(674,1629)(150174,249744)(150000,250000)	chr6	200000	957	0.070950
(815,1673)(160100,257868)(160000,260000)	chr6	210000	860	0.074145
(924,1704)(170139,267893)(170000,270000)	chr6	220000	782	0.073326
(1021,1704)(180763,267893)(180000,280000)	chr6	230000	685	0.072816
(1111,1704)(190254,267893)(190000,290000)	chr6	240000	595	0.070735
(1193,1704)(200129,267893)(200000,300000)	chr6	250000	513	0.070158
(1269,1704)(210373,267893)(210000,310000)	chr6	260000	437	0.072452
(1377,1704)(220087,267893)(220000,320000)	chr6	270000	329	0.076849
(1484,1762)(230173,326033)(230000,330000)	chr6	280000	280	0.079406
(1583,1765)(240478,339649)(240000,340000)	chr6	290000	184	0.087229
(1630,1768)(250068,346746)(250000,350000)	chr6	300000	140	0.084042
(1674,1770)(260399,356339)(260000,360000)	chr6	310000	98	0.085091
(1705,1772)(322155,367821)(270000,370000)	chr6	320000	69	0.085509
(1705,1772)(322155,367821)(280000,380000)	chr6	330000	69	0.085509
(1705,1777)(322155,388229)(290000,390000)	chr6	340000	74	0.090253
(1705,1777)(322155,388229)(300000,400000)	chr6	350000	74	0.090253
(1705,1777)(322155,388229)(310000,410000)	chr6	360000	74	0.090253
(1705,1779)(322155,418129)(320000,420000)	chr6	370000	76	0.091401
(1763,1779)(339524,418129)(330000,430000)	chr6	380000	18	0.107147
(1766,1779)(344692,418129)(340000,440000)	chr6	390000	15	0.115615
(1769,1779)(356298,418129)(350000,450000)	chr6	400000	12	0.110265
(1771,1779)(367813,418129)(360000,460000)	chr6	410000	10	0.129581
(1773,1779)(387267,418129)(370000,470000)	chr6	420000	8	0.147854
(1773,1779)(387267,418129)(380000,480000)	chr6	430000	8	0.147854
(1778,1781)(414772,484840)(390000,490000)	chr6	440000	5	0.092049
(1778,1781)(414772,484840)(400000,500000)	chr6	450000	5	0.092049
(1778,1782)(414772,506836)(410000,510000)	chr6	460000	6	0.135845
(1780,1782)(484831,506836)(420000,520000)	chr6	470000	4	0.139728
(1780,1784)(484831,522785)(430000,530000)	chr6	480000	6	0.175457
(1780,1784)(484831,522785)(440000,540000)	chr6	490000	6	0.175457
(1780,1784)(484831,522785)(450000,550000)	chr6	500000	6	0.175457
(1780,1790)(484831,558977)(460000,560000)	chr6	510000	12	0.169901
(1780,1790)(484831,558977)(470000,570000)	chr6	520000	12	0.169901
(1780,1813)(484831,579835)(480000,580000)	chr6	530000	35	0.097891
(1782,1891)(506836,589715)(490000,590000)	chr6	540000	111	0.085734
(1782,1952)(506836,599795)(500000,600000)	chr6	550000	172	0.083867
(1783,2027)(521842,609988)(510000,610000)	chr6	560000	246	0.077872
(1783,2108)(521842,619958)(520000,620000)	chr6	570000	327	0.076827
(1785,2136)(558672,623952)(530000,630000)	chr6	580000	353	0.077600
(1785,2176)(558672,639520)(540000,640000)	chr6	590000	393	0.079138
(1785,2188)(558672,648087)(550000,650000)	chr6	600000	405	0.078964
(1791,2253)(575739,659632)(560000,660000)	chr6	610000	464	0.075962
(1791,2316)(575739,669952)(570000,670000)	chr6	620000	527	0.075844
(1814,2377)(580840,679866)(580000,680000)	chr6	630000	565	0.077407
(1892,2454)(590079,689911)(590000,690000)	chr6	640000	564	0.080822
(1953,2523)(600205,699990)(600000,700000)	chr6	650000	572	0.082239
(2028,2591)(610268,709752)(610000,710000)	chr6	660000	565	0.083199
(2109,2619)(620087,713336)(620000,720000)	chr6	670000	512	0.085000
(2137,2681)(631045,729298)(630000,730000)	chr6	680000	546	0.083712
(2177,2759)(646595,739870)(640000,740000)	chr6	690000	584	0.080376
(2189,2817)(652238,749364)(650000,750000)	chr6	700000	630	0.081491
(2254,2864)(660379,759693)(660000,760000)	chr6	710000	612	0.082806
(2317,2929)(671611,769975)(670000,770000)	chr6	720000	614	0.082689
(2378,2987)(680202,779639)(680000,780000)	chr6	730000	611	0.080627
(2455,3055)(690003,789950)(690000,790000)	chr6	740000	602	0.078240
(2524,3129)(700156,799938)(700000,800000)	chr6	750000	607	0.076608
(2592,3200)(710258,809481)(710000,810000)	chr6	760000	610	0.078063
(2620,3265)(720770,819863)(720000,820000)	chr6	770000	647	0.079233
(2682,3339)(730438,829857)(730000,830000)	chr6	780000	659	0.081927
(2760,3388)(740587,839685)(740000,840000)	chr6	790000	630	0.085091
(2818,3439)(750280,849874)(750000,850000)	chr6	800000	623	0.085674
(2865,3504)(760593,859784)(760000,860000)	chr6	810000	641	0.086188
(2930,3564)(770122,869796)(770000,870000)	chr6	820000	636	0.086380
(2988,3628)(780069,879934)(780000,880000)	chr6	830000	642	0.088634
(3056,3672)(790052,889994)(790000,890000)	chr6	840000	618	0.090548
