region	chr	midPos	Nsites	Fst
(23,258)(56697,109953)(10000,110000)	chr10	60000	237	0.067399
(23,307)(56697,119855)(20000,120000)	chr10	70000	286	0.069169
(23,359)(56697,129803)(30000,130000)	chr10	80000	338	0.069620
(23,378)(56697,133641)(40000,140000)	chr10	90000	357	0.071960
(23,404)(56697,149960)(50000,150000)	chr10	100000	383	0.071813
(42,437)(60295,159636)(60000,160000)	chr10	110000	397	0.072737
(88,457)(71137,169819)(70000,170000)	chr10	120000	371	0.072393
(117,494)(81271,179786)(80000,180000)	chr10	130000	379	0.072623
(161,517)(90018,189670)(90000,190000)	chr10	140000	358	0.072989
(211,555)(100068,199588)(100000,200000)	chr10	150000	346	0.075127
(259,630)(110242,209621)(110000,210000)	chr10	160000	373	0.072803
(308,689)(120718,219866)(120000,220000)	chr10	170000	383	0.070189
(360,727)(130128,229274)(130000,230000)	chr10	180000	369	0.069602
(379,756)(141845,239900)(140000,240000)	chr10	190000	379	0.067417
(405,788)(150102,249524)(150000,250000)	chr10	200000	385	0.070731
(438,822)(160532,259996)(160000,260000)	chr10	210000	386	0.072771
(458,831)(170038,267438)(170000,270000)	chr10	220000	375	0.074512
(495,846)(181001,279179)(180000,280000)	chr10	230000	353	0.075535
(518,858)(190006,289951)(190000,290000)	chr10	240000	342	0.078360
(556,892)(200435,299850)(200000,300000)	chr10	250000	338	0.076360
(631,914)(210284,309827)(210000,310000)	chr10	260000	285	0.077559
(690,937)(220532,315939)(220000,320000)	chr10	270000	249	0.081385
(728,943)(230222,328860)(230000,330000)	chr10	280000	217	0.085577
(757,966)(240065,339442)(240000,340000)	chr10	290000	211	0.088920
(789,1000)(250090,349881)(250000,350000)	chr10	300000	213	0.082858
(823,1036)(266557,359861)(260000,360000)	chr10	310000	215	0.095765
(832,1097)(271445,369920)(270000,370000)	chr10	320000	267	0.100502
(847,1119)(282178,379946)(280000,380000)	chr10	330000	274	0.097774
(859,1171)(290238,389834)(290000,390000)	chr10	340000	314	0.090160
(893,1198)(301118,398530)(300000,400000)	chr10	350000	307	0.088698
(915,1240)(310397,409778)(310000,410000)	chr10	360000	327	0.093440
