region	chr	midPos	Nsites	Fst
(98,493)(10010,109631)(10000,110000)	chr13	60000	397	0.078782
(154,502)(20078,119778)(20000,120000)	chr13	70000	350	0.080674
(197,513)(30103,127016)(30000,130000)	chr13	80000	318	0.083866
(244,550)(40019,138012)(40000,140000)	chr13	90000	308	0.079353
(268,566)(51164,148446)(50000,150000)	chr13	100000	300	0.078500
(299,579)(60204,159900)(60000,160000)	chr13	110000	282	0.074466
(331,607)(71203,169777)(70000,170000)	chr13	120000	278	0.067177
(352,654)(80044,179864)(80000,180000)	chr13	130000	304	0.064825
(387,709)(90145,189915)(90000,190000)	chr13	140000	324	0.063810
(437,787)(100552,199902)(100000,200000)	chr13	150000	352	0.066948
(494,834)(110095,209462)(110000,210000)	chr13	160000	342	0.066524
(503,864)(120124,219949)(120000,220000)	chr13	170000	363	0.065374
(514,890)(130519,229905)(130000,230000)	chr13	180000	378	0.064541
(551,944)(143771,239894)(140000,240000)	chr13	190000	395	0.063853
(567,1014)(150758,249943)(150000,250000)	chr13	200000	449	0.068879
(580,1057)(160036,259491)(160000,260000)	chr13	210000	479	0.068444
(608,1091)(170070,268776)(170000,270000)	chr13	220000	485	0.068988
(655,1133)(180400,279860)(180000,280000)	chr13	230000	480	0.070660
(710,1192)(190011,289819)(190000,290000)	chr13	240000	484	0.073061
(788,1235)(200021,299794)(200000,300000)	chr13	250000	449	0.070169
(835,1269)(210426,309852)(210000,310000)	chr13	260000	436	0.071274
(865,1301)(220115,319452)(220000,320000)	chr13	270000	438	0.074098
(891,1324)(230015,328305)(230000,330000)	chr13	280000	435	0.074971
(945,1380)(240024,339661)(240000,340000)	chr13	290000	437	0.075558
(1015,1451)(250052,348659)(250000,350000)	chr13	300000	438	0.070526
(1058,1508)(260505,357253)(260000,360000)	chr13	310000	452	0.066989
(1092,1516)(271373,367921)(270000,370000)	chr13	320000	426	0.066887
(1134,1552)(280115,379024)(280000,380000)	chr13	330000	420	0.064281
(1193,1653)(290255,389989)(290000,390000)	chr13	340000	462	0.058587
(1236,1712)(300286,399917)(300000,400000)	chr13	350000	478	0.059032
(1270,1750)(310232,409599)(310000,410000)	chr13	360000	482	0.059357
(1302,1779)(320901,419949)(320000,420000)	chr13	370000	479	0.058398
(1325,1817)(330186,429658)(330000,430000)	chr13	380000	494	0.056156
(1381,1860)(340152,439980)(340000,440000)	chr13	390000	481	0.054168
(1452,1861)(350297,441246)(350000,450000)	chr13	400000	411	0.053516
(1509,1872)(366692,457523)(360000,460000)	chr13	410000	365	0.056645
(1517,1888)(372475,467980)(370000,470000)	chr13	420000	373	0.056863
(1553,1903)(380012,479587)(380000,480000)	chr13	430000	352	0.058953
(1654,1911)(390055,488181)(390000,490000)	chr13	440000	259	0.058191
(1713,1925)(400029,497263)(400000,500000)	chr13	450000	214	0.060177
(1751,1941)(410921,509748)(410000,510000)	chr13	460000	192	0.063541
(1780,1942)(420135,513715)(420000,520000)	chr13	470000	164	0.061436
(1818,1967)(430185,526431)(430000,530000)	chr13	480000	151	0.074071
(1861,1967)(441246,526431)(440000,540000)	chr13	490000	108	0.087051
(1862,1974)(452151,545270)(450000,550000)	chr13	500000	114	0.084797
(1873,1977)(461694,558524)(460000,560000)	chr13	510000	106	0.088542
(1889,1977)(470813,558524)(470000,570000)	chr13	520000	90	0.092311
