region	chr	midPos	Nsites	Fst
(33,403)(10579,108663)(10000,110000)	chr7	60000	372	0.063058
(53,437)(21271,119077)(20000,120000)	chr7	70000	386	0.066318
(93,512)(30638,129836)(30000,130000)	chr7	80000	421	0.064652
(166,585)(40157,139890)(40000,140000)	chr7	90000	421	0.059620
(229,665)(50071,149857)(50000,150000)	chr7	100000	438	0.064576
(292,723)(70800,159746)(60000,160000)	chr7	110000	433	0.068737
(292,788)(70800,169941)(70000,170000)	chr7	120000	498	0.069468
(293,869)(81386,179957)(80000,180000)	chr7	130000	578	0.071048
(331,879)(92547,189734)(90000,190000)	chr7	140000	550	0.071262
(362,931)(101671,199970)(100000,200000)	chr7	150000	571	0.074848
(404,991)(110389,209842)(110000,210000)	chr7	160000	589	0.077018
(438,1053)(120990,219954)(120000,220000)	chr7	170000	617	0.075391
(513,1130)(130118,229785)(130000,230000)	chr7	180000	619	0.075846
(586,1144)(140051,239278)(140000,240000)	chr7	190000	560	0.079222
(666,1196)(150001,249954)(150000,250000)	chr7	200000	532	0.076823
(724,1262)(160092,259901)(160000,260000)	chr7	210000	540	0.072896
(789,1336)(170125,269387)(170000,270000)	chr7	220000	549	0.073371
(870,1387)(180006,279887)(180000,280000)	chr7	230000	519	0.073166
(880,1437)(190696,289907)(190000,290000)	chr7	240000	559	0.074087
(932,1456)(200170,296953)(200000,300000)	chr7	250000	526	0.072162
(992,1461)(210127,309977)(210000,310000)	chr7	260000	471	0.072785
(1054,1464)(220027,312775)(220000,320000)	chr7	270000	412	0.074308
(1131,1465)(230648,324369)(230000,330000)	chr7	280000	336	0.076185
(1145,1465)(240016,324369)(240000,340000)	chr7	290000	322	0.076509
(1197,1486)(250316,349726)(250000,350000)	chr7	300000	291	0.076238
(1263,1503)(260190,357057)(260000,360000)	chr7	310000	242	0.077563
(1337,1505)(270147,360427)(270000,370000)	chr7	320000	170	0.078569
(1388,1510)(280121,379917)(280000,380000)	chr7	330000	124	0.074901
(1438,1534)(290441,389715)(290000,390000)	chr7	340000	98	0.066293
(1457,1579)(304990,399905)(300000,400000)	chr7	350000	124	0.074526
(1462,1605)(310134,409773)(310000,410000)	chr7	360000	145	0.070588
(1465,1637)(324369,419916)(320000,420000)	chr7	370000	174	0.066498
(1466,1656)(343897,424260)(330000,430000)	chr7	380000	192	0.065760
(1466,1656)(343897,424260)(340000,440000)	chr7	390000	192	0.065760
(1487,1658)(350181,449296)(350000,450000)	chr7	400000	173	0.066049
(1504,1716)(360105,457921)(360000,460000)	chr7	410000	214	0.063401
(1506,1748)(376136,469819)(370000,470000)	chr7	420000	244	0.062099
(1511,1806)(381337,479726)(380000,480000)	chr7	430000	297	0.070715
(1535,1858)(390319,489663)(390000,490000)	chr7	440000	325	0.079892
(1580,1887)(400144,499826)(400000,500000)	chr7	450000	309	0.081490
(1606,1892)(410577,508913)(410000,510000)	chr7	460000	288	0.084533
(1638,1902)(421522,519988)(420000,520000)	chr7	470000	266	0.086597
(1657,1966)(448859,529990)(430000,530000)	chr7	480000	311	0.085686
(1657,2024)(448859,539842)(440000,540000)	chr7	490000	369	0.086830
(1659,2072)(450195,549999)(450000,550000)	chr7	500000	415	0.091476
(1717,2098)(460833,559980)(460000,560000)	chr7	510000	383	0.096043
(1749,2146)(470029,569960)(470000,570000)	chr7	520000	399	0.095104
(1807,2181)(480138,578985)(480000,580000)	chr7	530000	376	0.092197
(1859,2210)(490139,588928)(490000,590000)	chr7	540000	353	0.088033
(1888,2230)(501674,599953)(500000,600000)	chr7	550000	344	0.087968
(1893,2266)(515324,608838)(510000,610000)	chr7	560000	375	0.087192
(1903,2299)(520099,619941)(520000,620000)	chr7	570000	398	0.085688
(1967,2371)(530006,629929)(530000,630000)	chr7	580000	406	0.080344
(2025,2429)(540040,639809)(540000,640000)	chr7	590000	406	0.077420
(2073,2476)(550168,649978)(550000,650000)	chr7	600000	405	0.070406
(2099,2550)(560117,659708)(560000,660000)	chr7	610000	453	0.069190
(2147,2608)(570000,669210)(570000,670000)	chr7	620000	463	0.068435
(2182,2639)(581658,676451)(580000,680000)	chr7	630000	459	0.067685
(2211,2643)(590149,684084)(590000,690000)	chr7	640000	434	0.066237
(2231,2643)(600263,684084)(600000,700000)	chr7	650000	414	0.063431
(2267,2648)(610767,705186)(610000,710000)	chr7	660000	383	0.061393
(2300,2651)(620154,715327)(620000,720000)	chr7	670000	353	0.060565
(2372,2654)(630087,728619)(630000,730000)	chr7	680000	284	0.064513
(2430,2654)(640781,728619)(640000,740000)	chr7	690000	226	0.062451
