region	chr	midPos	Nsites	Fst
(6,396)(10113,109774)(10000,110000)	chr11	60000	392	0.065639
(59,464)(20018,119829)(20000,120000)	chr11	70000	407	0.063511
(122,485)(30153,129160)(30000,130000)	chr11	80000	365	0.062090
(202,516)(40210,139947)(40000,140000)	chr11	90000	316	0.065892
(268,531)(60114,149225)(50000,150000)	chr11	100000	265	0.070644
(268,555)(60114,159780)(60000,160000)	chr11	110000	289	0.070236
(269,582)(92657,169426)(70000,170000)	chr11	120000	315	0.072148
(269,587)(92657,174595)(80000,180000)	chr11	130000	320	0.071565
(269,587)(92657,174595)(90000,190000)	chr11	140000	320	0.071565
(331,593)(100154,195237)(100000,200000)	chr11	150000	264	0.072118
(397,595)(110029,205034)(110000,210000)	chr11	160000	200	0.077665
(465,595)(120203,205034)(120000,220000)	chr11	170000	132	0.083853
(486,595)(130219,205034)(130000,230000)	chr11	180000	111	0.089831
(517,598)(140018,231600)(140000,240000)	chr11	190000	83	0.083523
(532,598)(155610,231600)(150000,250000)	chr11	200000	68	0.075617
(556,598)(160207,231600)(160000,260000)	chr11	210000	44	0.080981
(583,598)(170245,231600)(170000,270000)	chr11	220000	17	0.062868
(588,598)(191551,231600)(180000,280000)	chr11	230000	12	0.075860
(588,600)(191551,289076)(190000,290000)	chr11	240000	14	0.071331
(594,656)(204995,299851)(200000,300000)	chr11	250000	64	0.065553
(596,702)(230180,309627)(210000,310000)	chr11	260000	108	0.058618
(596,702)(230180,309627)(220000,320000)	chr11	270000	108	0.058618
(596,703)(230180,320442)(230000,330000)	chr11	280000	109	0.058654
(599,703)(289002,320442)(240000,340000)	chr11	290000	106	0.058291
(599,704)(289002,349961)(250000,350000)	chr11	300000	107	0.059192
(599,704)(289002,349961)(260000,360000)	chr11	310000	107	0.059192
(599,704)(289002,349961)(270000,370000)	chr11	320000	107	0.059192
(599,704)(289002,349961)(280000,380000)	chr11	330000	107	0.059192
(601,751)(290029,389882)(290000,390000)	chr11	340000	152	0.058832
(657,804)(300062,399528)(300000,400000)	chr11	350000	149	0.058755
(703,883)(320442,409784)(310000,410000)	chr11	360000	182	0.060765
(703,941)(320442,419074)(320000,420000)	chr11	370000	240	0.061949
(704,974)(349961,429797)(330000,430000)	chr11	380000	272	0.062386
(704,999)(349961,439893)(340000,440000)	chr11	390000	297	0.064699
(705,1045)(381373,449816)(350000,450000)	chr11	400000	342	0.064181
(705,1077)(381373,459922)(360000,460000)	chr11	410000	374	0.064343
(705,1138)(381373,469975)(370000,470000)	chr11	420000	435	0.064578
(705,1188)(381373,479726)(380000,480000)	chr11	430000	485	0.063743
(752,1268)(390185,489619)(390000,490000)	chr11	440000	518	0.063981
(805,1312)(400169,499990)(400000,500000)	chr11	450000	509	0.063185
(884,1365)(410062,509948)(410000,510000)	chr11	460000	483	0.064010
(942,1415)(420136,519760)(420000,520000)	chr11	470000	475	0.062716
(975,1444)(430642,525155)(430000,530000)	chr11	480000	471	0.061513
(1000,1444)(440190,525155)(440000,540000)	chr11	490000	446	0.059894
(1046,1451)(450057,547141)(450000,550000)	chr11	500000	407	0.059927
(1078,1451)(460091,547141)(460000,560000)	chr11	510000	375	0.059415
(1139,1451)(470591,547141)(470000,570000)	chr11	520000	314	0.058127
(1189,1451)(480038,547141)(480000,580000)	chr11	530000	264	0.058404
(1269,1451)(490820,547141)(490000,590000)	chr11	540000	184	0.057085
(1313,1451)(500014,547141)(500000,600000)	chr11	550000	140	0.059440
(1366,1452)(510258,604540)(510000,610000)	chr11	560000	88	0.054847
(1416,1452)(520030,604540)(520000,620000)	chr11	570000	38	0.056186
(1445,1452)(540490,604540)(530000,630000)	chr11	580000	9	0.088702
(1445,1452)(540490,604540)(540000,640000)	chr11	590000	9	0.088702
(1452,1452)(604540,604540)(550000,650000)	chr11	600000	2	0.165531
(1452,1452)(604540,604540)(560000,660000)	chr11	610000	2	0.165531
(1452,1453)(604540,663965)(570000,670000)	chr11	620000	3	0.135031
(1452,1453)(604540,663965)(580000,680000)	chr11	630000	3	0.135031
(1452,1454)(604540,685872)(590000,690000)	chr11	640000	4	0.122604
(1452,1458)(604540,699820)(600000,700000)	chr11	650000	8	0.105196
(1453,1464)(663965,705566)(610000,710000)	chr11	660000	13	0.100551
(1453,1472)(663965,718905)(620000,720000)	chr11	670000	21	0.081499
(1453,1475)(663965,726144)(630000,730000)	chr11	680000	24	0.073400
(1453,1475)(663965,726144)(640000,740000)	chr11	690000	24	0.073400
(1453,1479)(663965,748561)(650000,750000)	chr11	700000	28	0.083868
(1453,1485)(663965,758966)(660000,760000)	chr11	710000	34	0.089069
(1454,1489)(685872,765636)(670000,770000)	chr11	720000	37	0.088470
(1454,1510)(685872,779800)(680000,780000)	chr11	730000	58	0.134567
(1455,1525)(695731,789725)(690000,790000)	chr11	740000	72	0.141857
(1459,1525)(701989,789725)(700000,800000)	chr11	750000	68	0.144887
(1465,1525)(713748,789725)(710000,810000)	chr11	760000	62	0.149116
(1473,1527)(721112,812881)(720000,820000)	chr11	770000	56	0.159431
(1476,1527)(740054,812881)(730000,830000)	chr11	780000	53	0.167037
(1476,1533)(740054,838556)(740000,840000)	chr11	790000	59	0.157188
(1480,1541)(750693,849036)(750000,850000)	chr11	800000	63	0.146552
(1486,1543)(763312,850483)(760000,860000)	chr11	810000	59	0.146322
(1490,1544)(771855,861984)(770000,870000)	chr11	820000	56	0.150460
(1511,1545)(780250,873765)(780000,880000)	chr11	830000	36	0.108305
(1526,1553)(812877,889926)(790000,890000)	chr11	840000	29	0.082907
(1526,1565)(812877,899503)(800000,900000)	chr11	850000	41	0.101148
(1526,1578)(812877,909506)(810000,910000)	chr11	860000	54	0.103580
(1528,1579)(833461,910240)(820000,920000)	chr11	870000	53	0.106582
(1528,1579)(833461,910240)(830000,930000)	chr11	880000	53	0.106582
(1534,1591)(844695,938521)(840000,940000)	chr11	890000	59	0.129930
(1542,1612)(850077,949891)(850000,950000)	chr11	900000	72	0.125576
(1544,1708)(861984,959982)(860000,960000)	chr11	910000	166	0.109781
(1545,1741)(873765,969596)(870000,970000)	chr11	920000	198	0.105906
(1546,1749)(885389,979961)(880000,980000)	chr11	930000	205	0.106579
(1554,1751)(890542,983634)(890000,990000)	chr11	940000	199	0.105045
(1566,1761)(900026,998026)(900000,1000000)	chr11	950000	197	0.101257
(1579,1787)(910240,1009591)(910000,1010000)	chr11	960000	210	0.094102
(1580,1794)(936790,1015375)(920000,1020000)	chr11	970000	216	0.092890
(1580,1794)(936790,1015375)(930000,1030000)	chr11	980000	216	0.092890
(1592,1796)(940323,1030651)(940000,1040000)	chr11	990000	206	0.085324
(1613,1809)(950190,1048840)(950000,1050000)	chr11	1000000	198	0.083116
(1709,1813)(960017,1059569)(960000,1060000)	chr11	1010000	106	0.070717
(1742,1817)(979547,1069080)(970000,1070000)	chr11	1020000	77	0.064056
(1750,1837)(980283,1079967)(980000,1080000)	chr11	1030000	89	0.071611
(1752,1843)(991568,1081420)(990000,1090000)	chr11	1040000	93	0.073502
(1762,1856)(1003286,1099301)(1000000,1100000)	chr11	1050000	96	0.077509
(1788,1862)(1010261,1108881)(1010000,1110000)	chr11	1060000	76	0.088985
