region	chr	midPos	Nsites	Fst
(43,429)(10486,109683)(10000,110000)	chr3	60000	388	0.073705
(64,482)(21110,119839)(20000,120000)	chr3	70000	420	0.073326
(87,536)(30753,129737)(30000,130000)	chr3	80000	451	0.073149
(101,577)(41154,138069)(40000,140000)	chr3	90000	478	0.074733
(135,583)(50015,148648)(50000,150000)	chr3	100000	450	0.073867
(176,608)(60109,159767)(60000,160000)	chr3	110000	434	0.074081
(226,642)(70168,169981)(70000,170000)	chr3	120000	418	0.074472
(283,665)(80085,179796)(80000,180000)	chr3	130000	384	0.074156
(334,736)(90323,189939)(90000,190000)	chr3	140000	404	0.078817
(380,798)(100031,199868)(100000,200000)	chr3	150000	420	0.083141
(430,831)(110030,209994)(110000,210000)	chr3	160000	403	0.084702
(483,879)(120044,219958)(120000,220000)	chr3	170000	398	0.086546
(537,929)(131735,229870)(130000,230000)	chr3	180000	394	0.091152
(578,988)(147800,239780)(140000,240000)	chr3	190000	412	0.092769
(584,1038)(150677,249633)(150000,250000)	chr3	200000	456	0.088516
(609,1074)(160068,259175)(160000,260000)	chr3	210000	467	0.088622
(643,1142)(170650,269829)(170000,270000)	chr3	220000	501	0.088405
(666,1197)(180517,279946)(180000,280000)	chr3	230000	533	0.089940
(737,1271)(190046,289990)(190000,290000)	chr3	240000	536	0.086057
(799,1319)(200330,299297)(200000,300000)	chr3	250000	522	0.081986
(832,1319)(210019,299297)(210000,310000)	chr3	260000	489	0.080323
(880,1319)(220257,299297)(220000,320000)	chr3	270000	441	0.081041
(930,1319)(231282,299297)(230000,330000)	chr3	280000	391	0.077623
(989,1326)(240075,338189)(240000,340000)	chr3	290000	339	0.073419
(1039,1334)(251907,349265)(250000,350000)	chr3	300000	297	0.076128
(1075,1339)(260025,357467)(260000,360000)	chr3	310000	266	0.075089
(1143,1344)(270327,368416)(270000,370000)	chr3	320000	203	0.071649
(1198,1345)(280498,377882)(280000,380000)	chr3	330000	149	0.061709
(1272,1378)(290083,389801)(290000,390000)	chr3	340000	108	0.056589
(1320,1400)(332747,399184)(300000,400000)	chr3	350000	82	0.063248
(1320,1439)(332747,409208)(310000,410000)	chr3	360000	121	0.060665
(1320,1466)(332747,419970)(320000,420000)	chr3	370000	148	0.062926
(1320,1477)(332747,428149)(330000,430000)	chr3	380000	159	0.063303
(1327,1509)(348830,439875)(340000,440000)	chr3	390000	184	0.065019
(1335,1539)(350274,448047)(350000,450000)	chr3	400000	206	0.072474
(1340,1562)(364264,459957)(360000,460000)	chr3	410000	224	0.076290
(1345,1566)(377882,466316)(370000,470000)	chr3	420000	223	0.077025
(1346,1569)(381017,474165)(380000,480000)	chr3	430000	225	0.077429
(1379,1570)(390064,480036)(390000,490000)	chr3	440000	193	0.081229
(1401,1582)(400790,499715)(400000,500000)	chr3	450000	183	0.079370
(1440,1605)(410039,507472)(410000,510000)	chr3	460000	167	0.083448
(1467,1635)(420756,519645)(420000,520000)	chr3	470000	170	0.076395
(1478,1673)(430100,529986)(430000,530000)	chr3	480000	197	0.070856
(1510,1711)(440051,538054)(440000,540000)	chr3	490000	203	0.076204
(1540,1713)(450520,543778)(450000,550000)	chr3	500000	175	0.070521
(1563,1716)(461360,555118)(460000,560000)	chr3	510000	155	0.063645
(1567,1735)(470551,569009)(470000,570000)	chr3	520000	170	0.070232
(1570,1793)(480036,579911)(480000,580000)	chr3	530000	225	0.068376
(1571,1814)(491866,589906)(490000,590000)	chr3	540000	245	0.068961
(1583,1818)(500535,599684)(500000,600000)	chr3	550000	237	0.069126
(1606,1825)(512142,607722)(510000,610000)	chr3	560000	221	0.068819
(1636,1846)(520484,619562)(520000,620000)	chr3	570000	212	0.075541
(1674,1851)(530384,629463)(530000,630000)	chr3	580000	179	0.083357
(1712,1908)(543769,639338)(540000,640000)	chr3	590000	198	0.081932
(1714,1930)(550421,649833)(550000,650000)	chr3	600000	218	0.087417
(1717,1946)(560387,658910)(560000,660000)	chr3	610000	231	0.095008
(1736,1959)(570109,669461)(570000,670000)	chr3	620000	225	0.092255
