region	chr	midPos	Nsites	Fst
(56,1081)(10008,109578)(10000,110000)	chr7	60000	1027	0.119708
(97,1199)(23588,119878)(20000,120000)	chr7	70000	1104	0.108007
(142,1378)(30344,129983)(30000,130000)	chr7	80000	1238	0.088343
(363,1526)(40003,139958)(40000,140000)	chr7	90000	1165	0.076809
(608,1747)(50033,149911)(50000,150000)	chr7	100000	1141	0.076685
(790,1943)(64515,159839)(60000,160000)	chr7	110000	1155	0.077697
(798,2161)(70679,169991)(70000,170000)	chr7	120000	1365	0.076249
(805,2373)(81145,179561)(80000,180000)	chr7	130000	1570	0.074588
(906,2399)(90379,189928)(90000,190000)	chr7	140000	1495	0.074735
(988,2573)(102277,199930)(100000,200000)	chr7	150000	1587	0.075626
(1082,2689)(110313,209992)(110000,210000)	chr7	160000	1609	0.078282
(1200,2853)(120082,219966)(120000,220000)	chr7	170000	1655	0.078651
(1379,3058)(130109,229936)(130000,230000)	chr7	180000	1681	0.081963
(1527,3115)(140046,239849)(140000,240000)	chr7	190000	1590	0.081812
(1748,3262)(150001,249964)(150000,250000)	chr7	200000	1516	0.083328
(1944,3421)(160074,259988)(160000,260000)	chr7	210000	1479	0.087811
(2162,3562)(170055,269578)(170000,270000)	chr7	220000	1402	0.091372
(2374,3678)(180006,279887)(180000,280000)	chr7	230000	1306	0.103329
(2400,3768)(190543,289957)(190000,290000)	chr7	240000	1370	0.110651
(2574,3828)(200077,297880)(200000,300000)	chr7	250000	1256	0.115153
(2690,3870)(210032,308912)(210000,310000)	chr7	260000	1182	0.111410
(2854,3887)(220025,319728)(220000,320000)	chr7	270000	1035	0.110387
(3059,3906)(230050,325061)(230000,330000)	chr7	280000	849	0.113823
(3116,3922)(240043,339973)(240000,340000)	chr7	290000	808	0.114556
(3263,3954)(250071,349356)(250000,350000)	chr7	300000	693	0.122174
(3422,3978)(260048,356778)(260000,360000)	chr7	310000	558	0.122019
(3563,3978)(270147,356778)(270000,370000)	chr7	320000	417	0.131934
(3679,3978)(280208,356778)(280000,380000)	chr7	330000	301	0.114560
(3769,3986)(290012,389715)(290000,390000)	chr7	340000	219	0.092699
(3829,4091)(300153,399985)(300000,400000)	chr7	350000	264	0.070217
(3871,4165)(311296,409773)(310000,410000)	chr7	360000	296	0.062078
(3888,4242)(321886,419712)(320000,420000)	chr7	370000	356	0.059933
(3907,4276)(334896,424380)(330000,430000)	chr7	380000	371	0.067280
(3923,4276)(341488,424380)(340000,440000)	chr7	390000	355	0.068583
(3955,4294)(350225,449446)(350000,450000)	chr7	400000	341	0.067200
(3979,4422)(388635,458960)(360000,460000)	chr7	410000	445	0.077539
(3979,4515)(388635,469995)(370000,470000)	chr7	420000	538	0.081119
(3979,4722)(388635,479995)(380000,480000)	chr7	430000	745	0.079976
(3987,4866)(390074,489969)(390000,490000)	chr7	440000	881	0.077792
(4092,4942)(400003,499730)(400000,500000)	chr7	450000	852	0.092087
(4166,4951)(410577,508787)(410000,510000)	chr7	460000	787	0.097153
(4243,4987)(420293,519963)(420000,520000)	chr7	470000	746	0.102980
(4277,5131)(448553,529990)(430000,530000)	chr7	480000	856	0.099062
(4277,5284)(448553,539989)(440000,540000)	chr7	490000	1009	0.093603
(4295,5407)(450195,549999)(450000,550000)	chr7	500000	1114	0.090112
(4423,5477)(460833,559980)(460000,560000)	chr7	510000	1056	0.088472
(4516,5564)(470029,569926)(470000,570000)	chr7	520000	1050	0.090289
(4723,5648)(480010,579058)(480000,580000)	chr7	530000	927	0.096573
(4867,5743)(490041,589661)(490000,590000)	chr7	540000	878	0.099677
(4943,5822)(500344,599899)(500000,600000)	chr7	550000	881	0.095522
(4952,5877)(510032,608811)(510000,610000)	chr7	560000	927	0.093746
(4988,5960)(520099,619941)(520000,620000)	chr7	570000	974	0.093963
(5132,6170)(530006,629988)(530000,630000)	chr7	580000	1040	0.091733
(5285,6358)(540040,639990)(540000,640000)	chr7	590000	1075	0.092429
(5408,6473)(550075,649978)(550000,650000)	chr7	600000	1067	0.092467
(5478,6661)(560117,659843)(560000,660000)	chr7	610000	1185	0.092525
(5565,6774)(570000,669781)(570000,670000)	chr7	620000	1211	0.093927
(5649,6844)(580003,679893)(580000,680000)	chr7	630000	1197	0.091551
(5744,6862)(590149,684407)(590000,690000)	chr7	640000	1120	0.089529
(5823,6862)(600029,684407)(600000,700000)	chr7	650000	1041	0.085176
(5878,6871)(610096,705186)(610000,710000)	chr7	660000	995	0.085439
(5961,6875)(620154,715381)(620000,720000)	chr7	670000	916	0.083238
(6171,6888)(630019,720659)(630000,730000)	chr7	680000	719	0.087369
(6359,6888)(640023,720659)(640000,740000)	chr7	690000	531	0.092856
(6474,6888)(650020,720659)(650000,750000)	chr7	700000	416	0.103065
(6662,7109)(660423,759955)(660000,760000)	chr7	710000	449	0.106999
(6775,7215)(671323,769948)(670000,770000)	chr7	720000	442	0.092580
(6845,7392)(680039,779930)(680000,780000)	chr7	730000	549	0.112907
(6863,7489)(704671,789878)(690000,790000)	chr7	740000	628	0.117194
(6863,7662)(704671,799970)(700000,800000)	chr7	750000	801	0.112171
(6872,7866)(715240,809995)(710000,810000)	chr7	760000	996	0.103872
(6876,8052)(720224,819326)(720000,820000)	chr7	770000	1178	0.109781
(6889,8192)(750490,829749)(730000,830000)	chr7	780000	1305	0.105181
(6889,8341)(750490,839835)(740000,840000)	chr7	790000	1454	0.103965
(6889,8458)(750490,849998)(750000,850000)	chr7	800000	1571	0.103208
(7110,8537)(760041,856430)(760000,860000)	chr7	810000	1429	0.102126
(7216,8541)(770000,868991)(770000,870000)	chr7	820000	1327	0.104354
(7393,8595)(780040,879825)(780000,880000)	chr7	830000	1204	0.095969
(7490,8617)(790152,881729)(790000,890000)	chr7	840000	1129	0.093085
(7663,8620)(800121,897182)(800000,900000)	chr7	850000	959	0.093476
(7867,8629)(810003,908790)(810000,910000)	chr7	860000	764	0.101704
(8053,8636)(820042,912732)(820000,920000)	chr7	870000	585	0.090462
(8193,8637)(830627,924157)(830000,930000)	chr7	880000	446	0.095514
(8342,8768)(840013,939984)(840000,940000)	chr7	890000	428	0.083006
(8459,8980)(850002,949945)(850000,950000)	chr7	900000	523	0.073739
(8538,9108)(868859,959931)(860000,960000)	chr7	910000	572	0.071673
(8542,9242)(872956,969999)(870000,970000)	chr7	920000	702	0.076893
(8596,9405)(880024,979326)(880000,980000)	chr7	930000	811	0.100176
(8618,9607)(892108,989939)(890000,990000)	chr7	940000	991	0.094817
(8621,9715)(905497,997204)(900000,1000000)	chr7	950000	1096	0.091411
(8630,9873)(911685,1009955)(910000,1010000)	chr7	960000	1245	0.086680
(8637,10020)(924157,1019996)(920000,1020000)	chr7	970000	1385	0.088731
(8638,10152)(930015,1029924)(930000,1030000)	chr7	980000	1516	0.088779
(8769,10294)(940005,1039975)(940000,1040000)	chr7	990000	1527	0.088463
(8981,10437)(950027,1049853)(950000,1050000)	chr7	1000000	1458	0.086513
(9109,10517)(960520,1055010)(960000,1060000)	chr7	1010000	1410	0.087877
(9243,10518)(970050,1064157)(970000,1070000)	chr7	1020000	1277	0.086654
(9406,10518)(980389,1064157)(980000,1080000)	chr7	1030000	1114	0.071275
(9608,10532)(990749,1089312)(990000,1090000)	chr7	1040000	926	0.069723
(9716,10532)(1000468,1089312)(1000000,1100000)	chr7	1050000	818	0.070364
(9874,10532)(1010103,1089312)(1010000,1110000)	chr7	1060000	660	0.071404
(10021,10532)(1020430,1089312)(1020000,1120000)	chr7	1070000	513	0.060739
(10153,10534)(1030191,1121052)(1030000,1130000)	chr7	1080000	383	0.051142
(10295,10534)(1040071,1121052)(1040000,1140000)	chr7	1090000	241	0.050675
(10438,10543)(1050031,1147594)(1050000,1150000)	chr7	1100000	107	0.068045
(10518,10543)(1064157,1147594)(1060000,1160000)	chr7	1110000	27	0.045581
(10519,10557)(1082878,1166497)(1070000,1170000)	chr7	1120000	40	0.064494
(10519,10557)(1082878,1166497)(1080000,1180000)	chr7	1130000	40	0.064494
(10533,10557)(1120963,1166497)(1090000,1190000)	chr7	1140000	26	0.074068
(10533,10557)(1120963,1166497)(1100000,1200000)	chr7	1150000	26	0.074068
(10533,10557)(1120963,1166497)(1110000,1210000)	chr7	1160000	26	0.074068
(10533,10561)(1120963,1217798)(1120000,1220000)	chr7	1170000	30	0.068399
(10535,10561)(1146960,1217798)(1130000,1230000)	chr7	1180000	28	0.068929
(10535,10568)(1146960,1238218)(1140000,1240000)	chr7	1190000	35	0.065707
(10544,10576)(1163530,1247300)(1150000,1250000)	chr7	1200000	34	0.079838
(10544,10576)(1163530,1247300)(1160000,1260000)	chr7	1210000	34	0.079838
(10558,10576)(1215461,1247300)(1170000,1270000)	chr7	1220000	20	0.064182
(10558,10584)(1215461,1274764)(1180000,1280000)	chr7	1230000	28	0.066606
(10558,10585)(1215461,1283979)(1190000,1290000)	chr7	1240000	29	0.065635
(10558,10585)(1215461,1283979)(1200000,1300000)	chr7	1250000	29	0.065635
(10558,10586)(1215461,1309008)(1210000,1310000)	chr7	1260000	30	0.066225
(10562,10593)(1237209,1315785)(1220000,1320000)	chr7	1270000	33	0.072328
(10562,10601)(1237209,1323386)(1230000,1330000)	chr7	1280000	41	0.062913
(10569,10607)(1241230,1338835)(1240000,1340000)	chr7	1290000	40	0.062394
(10577,10610)(1274287,1349403)(1250000,1350000)	chr7	1300000	35	0.063003
(10577,10615)(1274287,1354634)(1260000,1360000)	chr7	1310000	40	0.066755
(10577,10633)(1274287,1361483)(1270000,1370000)	chr7	1320000	58	0.060117
(10585,10635)(1283979,1376182)(1280000,1380000)	chr7	1330000	52	0.057591
(10586,10637)(1309008,1380101)(1290000,1390000)	chr7	1340000	53	0.058525
(10586,10638)(1309008,1391776)(1300000,1400000)	chr7	1350000	54	0.058966
(10587,10644)(1314768,1407793)(1310000,1410000)	chr7	1360000	59	0.062666
(10594,10644)(1323086,1407793)(1320000,1420000)	chr7	1370000	52	0.060926
(10602,10650)(1336727,1428662)(1330000,1430000)	chr7	1380000	50	0.067238
(10608,10650)(1349274,1428662)(1340000,1440000)	chr7	1390000	44	0.069841
(10611,10650)(1353945,1428662)(1350000,1450000)	chr7	1400000	41	0.064524
(10616,10650)(1360051,1428662)(1360000,1460000)	chr7	1410000	36	0.060772
(10634,10650)(1371297,1428662)(1370000,1470000)	chr7	1420000	18	0.075420
(10636,10650)(1380026,1428662)(1380000,1480000)	chr7	1430000	16	0.079344
(10638,10664)(1391776,1484094)(1390000,1490000)	chr7	1440000	28	0.081643
(10639,10664)(1406691,1484094)(1400000,1500000)	chr7	1450000	27	0.081744
(10645,10665)(1420841,1500753)(1410000,1510000)	chr7	1460000	22	0.077038
(10645,10665)(1420841,1500753)(1420000,1520000)	chr7	1470000	22	0.077038
