region	chr	midPos	Nsites	Fst
(91,715)(30353,129866)(30000,130000)	chr5	80000	626	0.078992
(208,769)(40112,139348)(40000,140000)	chr5	90000	563	0.082869
(286,838)(50134,149805)(50000,150000)	chr5	100000	554	0.078123
(320,930)(60026,159959)(60000,160000)	chr5	110000	612	0.081497
(457,958)(70265,169945)(70000,170000)	chr5	120000	503	0.081985
(488,1064)(80213,179322)(80000,180000)	chr5	130000	578	0.087755
(514,1065)(90066,186225)(90000,190000)	chr5	140000	553	0.086960
(546,1065)(100692,186225)(100000,200000)	chr5	150000	521	0.089472
(590,1123)(110260,207332)(110000,210000)	chr5	160000	535	0.099797
(632,1170)(121346,219863)(120000,220000)	chr5	170000	540	0.101028
(716,1262)(130673,229807)(130000,230000)	chr5	180000	548	0.116909
(770,1290)(140036,239844)(140000,240000)	chr5	190000	522	0.112289
(839,1340)(150223,249978)(150000,250000)	chr5	200000	503	0.105671
(931,1396)(167187,259791)(160000,260000)	chr5	210000	467	0.106111
(959,1399)(170008,265744)(170000,270000)	chr5	220000	442	0.109487
(1065,1399)(186225,265744)(180000,280000)	chr5	230000	336	0.095816
(1066,1399)(200155,265744)(190000,290000)	chr5	240000	335	0.095842
(1066,1403)(200155,299269)(200000,300000)	chr5	250000	339	0.095145
(1124,1408)(210668,309968)(210000,310000)	chr5	260000	286	0.084194
(1171,1483)(220016,319807)(220000,320000)	chr5	270000	314	0.080975
(1263,1617)(230196,329970)(230000,330000)	chr5	280000	356	0.061565
(1291,1736)(240014,339923)(240000,340000)	chr5	290000	447	0.071002
(1341,1826)(250018,349869)(250000,350000)	chr5	300000	487	0.079049
(1397,1830)(261876,350618)(260000,360000)	chr5	310000	435	0.079998
(1400,1830)(292558,350618)(270000,370000)	chr5	320000	432	0.079979
(1400,1830)(292558,350618)(280000,380000)	chr5	330000	432	0.079979
(1400,1830)(292558,350618)(290000,390000)	chr5	340000	432	0.079979
(1404,1830)(309547,350618)(300000,400000)	chr5	350000	428	0.080368
(1409,1830)(310213,350618)(310000,410000)	chr5	360000	423	0.080154
(1484,1830)(320124,350618)(320000,420000)	chr5	370000	348	0.085937
(1618,1830)(330022,350618)(330000,430000)	chr5	380000	214	0.094368
(1737,1848)(340075,434667)(340000,440000)	chr5	390000	113	0.114128
(1827,1848)(350093,434667)(350000,450000)	chr5	400000	23	0.166483
(1831,1848)(433387,434667)(360000,460000)	chr5	410000	19	0.189910
(1831,1976)(433387,469938)(370000,470000)	chr5	420000	147	0.051953
(1831,2177)(433387,479799)(380000,480000)	chr5	430000	348	0.066764
(1831,2231)(433387,489755)(390000,490000)	chr5	440000	402	0.064678
(1831,2299)(433387,499861)(400000,500000)	chr5	450000	470	0.063066
(1831,2408)(433387,509750)(410000,510000)	chr5	460000	579	0.075096
(1831,2531)(433387,519954)(420000,520000)	chr5	470000	702	0.083224
(1831,2621)(433387,529834)(430000,530000)	chr5	480000	792	0.081309
(1849,2697)(460323,539196)(440000,540000)	chr5	490000	850	0.097526
(1849,2751)(460323,549970)(450000,550000)	chr5	500000	904	0.102784
(1849,2779)(460323,559661)(460000,560000)	chr5	510000	932	0.105552
(1977,2811)(470008,569116)(470000,570000)	chr5	520000	836	0.115210
(2178,2959)(480080,579927)(480000,580000)	chr5	530000	783	0.122237
(2232,3048)(491072,589882)(490000,590000)	chr5	540000	818	0.119216
(2300,3146)(500047,599939)(500000,600000)	chr5	550000	848	0.115832
(2409,3241)(510270,609962)(510000,610000)	chr5	560000	834	0.105866
(2532,3359)(520024,619992)(520000,620000)	chr5	570000	829	0.095407
(2622,3486)(530023,629917)(530000,630000)	chr5	580000	866	0.099365
(2698,3570)(540505,639938)(540000,640000)	chr5	590000	874	0.080776
(2752,3688)(550012,649901)(550000,650000)	chr5	600000	938	0.095403
(2780,3781)(560237,659943)(560000,660000)	chr5	610000	1003	0.105904
(2812,3860)(570415,669806)(570000,670000)	chr5	620000	1050	0.115780
(2960,3982)(580026,679951)(580000,680000)	chr5	630000	1024	0.113155
(3049,4127)(590075,689832)(590000,690000)	chr5	640000	1080	0.115075
(3147,4162)(600002,699461)(600000,700000)	chr5	650000	1017	0.126210
(3242,4214)(610210,709812)(610000,710000)	chr5	660000	974	0.141672
(3360,4276)(620012,719998)(620000,720000)	chr5	670000	918	0.156560
(3487,4364)(630004,729842)(630000,730000)	chr5	680000	879	0.157496
(3571,4413)(640066,739558)(640000,740000)	chr5	690000	844	0.158565
(3689,4459)(650017,747847)(650000,750000)	chr5	700000	772	0.140280
(3782,4551)(660104,759543)(660000,760000)	chr5	710000	771	0.115355
(3861,4596)(670467,769370)(670000,770000)	chr5	720000	737	0.109915
(3983,4614)(680306,779526)(680000,780000)	chr5	730000	633	0.115868
(4128,4616)(690119,784864)(690000,790000)	chr5	740000	490	0.123819
(4163,4626)(700130,799544)(700000,800000)	chr5	750000	465	0.115425
(4215,4662)(710065,809856)(710000,810000)	chr5	760000	449	0.098162
(4277,4695)(720053,819535)(720000,820000)	chr5	770000	420	0.087724
(4365,4744)(730223,829979)(730000,830000)	chr5	780000	381	0.098678
(4414,4816)(740056,839991)(740000,840000)	chr5	790000	404	0.099061
(4460,4904)(750408,848629)(750000,850000)	chr5	800000	446	0.108808
(4552,4994)(760298,859938)(760000,860000)	chr5	810000	444	0.142364
(4597,5072)(770641,869959)(770000,870000)	chr5	820000	477	0.135108
(4615,5128)(783402,879905)(780000,880000)	chr5	830000	515	0.140294
(4617,5168)(790876,889999)(790000,890000)	chr5	840000	553	0.134809
(4627,5207)(800630,899863)(800000,900000)	chr5	850000	582	0.131633
(4663,5244)(810205,909541)(810000,910000)	chr5	860000	583	0.130711
(4696,5251)(821366,913659)(820000,920000)	chr5	870000	557	0.130116
(4745,5263)(830058,928353)(830000,930000)	chr5	880000	520	0.126678
(4817,5272)(840005,936727)(840000,940000)	chr5	890000	457	0.136109
(4905,5308)(850036,949835)(850000,950000)	chr5	900000	405	0.138555
(4995,5400)(860032,959828)(860000,960000)	chr5	910000	407	0.127350
(5073,5460)(870007,969897)(870000,970000)	chr5	920000	389	0.143890
(5129,5555)(880722,979998)(880000,980000)	chr5	930000	428	0.165909
(5169,5669)(890213,989876)(890000,990000)	chr5	940000	502	0.172205
(5208,5776)(900101,999599)(900000,1000000)	chr5	950000	570	0.181662
(5245,5833)(910654,1009557)(910000,1010000)	chr5	960000	590	0.180510
(5252,5861)(925404,1019103)(920000,1020000)	chr5	970000	611	0.177565
(5264,5915)(935597,1029930)(930000,1030000)	chr5	980000	653	0.176978
(5273,5978)(940649,1039858)(940000,1040000)	chr5	990000	707	0.188140
(5309,6059)(950120,1049986)(950000,1050000)	chr5	1000000	752	0.189937
(5401,6221)(960214,1059975)(960000,1060000)	chr5	1010000	822	0.178780
(5461,6346)(970033,1069675)(970000,1070000)	chr5	1020000	887	0.162809
(5556,6429)(980014,1079864)(980000,1080000)	chr5	1030000	875	0.143836
(5670,6475)(990066,1089403)(990000,1090000)	chr5	1040000	807	0.139454
(5777,6539)(1000069,1099565)(1000000,1100000)	chr5	1050000	764	0.124986
(5834,6635)(1010847,1109945)(1010000,1110000)	chr5	1060000	803	0.129831
(5862,6719)(1020023,1119411)(1020000,1120000)	chr5	1070000	859	0.128080
(5916,6761)(1030148,1129954)(1030000,1130000)	chr5	1080000	847	0.125372
(5979,6809)(1041381,1139829)(1040000,1140000)	chr5	1090000	832	0.110049
(6060,6891)(1050034,1148870)(1050000,1150000)	chr5	1100000	833	0.102749
(6222,6986)(1060086,1159970)(1060000,1160000)	chr5	1110000	766	0.098185
(6347,7023)(1070221,1163354)(1070000,1170000)	chr5	1120000	678	0.098984
(6430,7023)(1080105,1163354)(1080000,1180000)	chr5	1130000	595	0.102807
(6476,7025)(1090366,1189609)(1090000,1190000)	chr5	1140000	551	0.103285
(6540,7075)(1100075,1199693)(1100000,1200000)	chr5	1150000	537	0.111837
(6636,7197)(1110011,1208467)(1110000,1210000)	chr5	1160000	563	0.117509
(6720,7296)(1120017,1219757)(1120000,1220000)	chr5	1170000	578	0.134681
(6762,7406)(1130054,1229983)(1130000,1230000)	chr5	1180000	646	0.122987
(6810,7517)(1140220,1239914)(1140000,1240000)	chr5	1190000	709	0.119332
(6892,7578)(1150088,1249888)(1150000,1250000)	chr5	1200000	688	0.143343
(6987,7622)(1160096,1259982)(1160000,1260000)	chr5	1210000	637	0.161141
(7024,7679)(1189359,1265277)(1170000,1270000)	chr5	1220000	657	0.155609
(7024,7679)(1189359,1265277)(1180000,1280000)	chr5	1230000	657	0.155609
(7026,7771)(1190192,1289955)(1190000,1290000)	chr5	1240000	747	0.158846
(7076,7881)(1201137,1299818)(1200000,1300000)	chr5	1250000	807	0.152728
(7198,8006)(1210165,1309988)(1210000,1310000)	chr5	1260000	810	0.138313
(7297,8108)(1221061,1319869)(1220000,1320000)	chr5	1270000	813	0.121481
(7407,8196)(1230016,1328298)(1230000,1330000)	chr5	1280000	791	0.128463
(7518,8203)(1240128,1339379)(1240000,1340000)	chr5	1290000	687	0.134457
(7579,8309)(1250316,1349777)(1250000,1350000)	chr5	1300000	732	0.109980
(7623,8351)(1260070,1359485)(1260000,1360000)	chr5	1310000	730	0.101592
(7680,8442)(1280262,1369667)(1270000,1370000)	chr5	1320000	764	0.117169
(7680,8529)(1280262,1379380)(1280000,1380000)	chr5	1330000	851	0.119622
(7772,8666)(1290007,1389998)(1290000,1390000)	chr5	1340000	896	0.110391
(7882,8831)(1300038,1399808)(1300000,1400000)	chr5	1350000	951	0.109013
(8007,9018)(1310051,1409978)(1310000,1410000)	chr5	1360000	1013	0.112215
(8109,9116)(1320093,1419763)(1320000,1420000)	chr5	1370000	1009	0.117000
(8197,9162)(1335865,1429400)(1330000,1430000)	chr5	1380000	967	0.128729
(8204,9278)(1340953,1438767)(1340000,1440000)	chr5	1390000	1076	0.121754
(8310,9280)(1350056,1442964)(1350000,1450000)	chr5	1400000	972	0.124843
(8352,9281)(1360291,1453536)(1360000,1460000)	chr5	1410000	931	0.125190
(8443,9313)(1370005,1469547)(1370000,1470000)	chr5	1420000	872	0.114946
(8530,9313)(1380416,1469547)(1380000,1480000)	chr5	1430000	785	0.112029
(8667,9339)(1390127,1489822)(1390000,1490000)	chr5	1440000	674	0.114202
(8832,9341)(1400238,1499233)(1400000,1500000)	chr5	1450000	511	0.118212
(9019,9344)(1410047,1509968)(1410000,1510000)	chr5	1460000	327	0.122570
(9117,9484)(1420357,1519818)(1420000,1520000)	chr5	1470000	369	0.113363
(9163,9532)(1430347,1529982)(1430000,1530000)	chr5	1480000	371	0.079217
(9279,9711)(1442900,1539916)(1440000,1540000)	chr5	1490000	434	0.074057
(9281,9863)(1453536,1549884)(1450000,1550000)	chr5	1500000	584	0.076590
(9282,9932)(1463605,1559146)(1460000,1560000)	chr5	1510000	652	0.076201
(9314,9974)(1482762,1569956)(1470000,1570000)	chr5	1520000	662	0.075873
(9314,10055)(1482762,1579423)(1480000,1580000)	chr5	1530000	743	0.076985
(9340,10094)(1490109,1588331)(1490000,1590000)	chr5	1540000	756	0.079863
(9342,10155)(1509924,1599914)(1500000,1600000)	chr5	1550000	815	0.076837
