region	chr	midPos	Nsites	Fst
(43,722)(50329,109810)(10000,110000)	chr10	60000	681	0.084089
(43,811)(50329,119855)(20000,120000)	chr10	70000	770	0.094504
(43,971)(50329,129803)(30000,130000)	chr10	80000	930	0.107008
(43,1003)(50329,134784)(40000,140000)	chr10	90000	962	0.116003
(43,1075)(50329,149888)(50000,150000)	chr10	100000	1034	0.116525
(84,1142)(60111,159840)(60000,160000)	chr10	110000	1060	0.121199
(235,1212)(70962,169874)(70000,170000)	chr10	120000	979	0.135385
(353,1291)(80450,179709)(80000,180000)	chr10	130000	940	0.139137
(492,1351)(90001,189776)(90000,190000)	chr10	140000	861	0.146601
(600,1452)(100191,199680)(100000,200000)	chr10	150000	854	0.140855
(723,1591)(110155,209810)(110000,210000)	chr10	160000	870	0.128249
(812,1764)(120013,219964)(120000,220000)	chr10	170000	954	0.111984
(972,1859)(130128,229953)(130000,230000)	chr10	180000	889	0.095203
(1004,1968)(141646,239900)(140000,240000)	chr10	190000	966	0.083121
(1076,2066)(150102,249772)(150000,250000)	chr10	200000	992	0.083142
(1143,2165)(160210,259906)(160000,260000)	chr10	210000	1024	0.084824
(1213,2190)(170038,267607)(170000,270000)	chr10	220000	979	0.080020
(1292,2230)(180179,279678)(180000,280000)	chr10	230000	940	0.077810
(1352,2261)(190006,289857)(190000,290000)	chr10	240000	911	0.077651
(1453,2345)(200117,299915)(200000,300000)	chr10	250000	894	0.088830
(1592,2373)(210061,309314)(210000,310000)	chr10	260000	783	0.097226
(1765,2405)(220180,319832)(220000,320000)	chr10	270000	642	0.110296
(1860,2415)(230222,328860)(230000,330000)	chr10	280000	557	0.119992
(1969,2474)(240008,339998)(240000,340000)	chr10	290000	507	0.121567
(2067,2543)(250090,349881)(250000,350000)	chr10	300000	478	0.122683
(2166,2641)(260023,359816)(260000,360000)	chr10	310000	477	0.124470
(2191,2758)(271445,369972)(270000,370000)	chr10	320000	569	0.121020
(2231,2847)(281849,379987)(280000,380000)	chr10	330000	618	0.118178
(2262,2987)(290219,389853)(290000,390000)	chr10	340000	727	0.108812
(2346,3056)(301184,399884)(300000,400000)	chr10	350000	712	0.097844
(2374,3146)(310444,409956)(310000,410000)	chr10	360000	774	0.098846
(2406,3323)(320712,419769)(320000,420000)	chr10	370000	919	0.090148
(2416,3391)(330546,429742)(330000,430000)	chr10	380000	977	0.088791
(2475,3415)(340108,439990)(340000,440000)	chr10	390000	942	0.090436
(2544,3494)(350007,449954)(350000,450000)	chr10	400000	952	0.086070
(2642,3657)(360115,459970)(360000,460000)	chr10	410000	1017	0.079680
(2759,3685)(370123,469836)(370000,470000)	chr10	420000	928	0.079066
(2848,3876)(380166,479908)(380000,480000)	chr10	430000	1030	0.077814
(2988,4076)(390052,489995)(390000,490000)	chr10	440000	1090	0.077144
(3057,4168)(400148,499625)(400000,500000)	chr10	450000	1113	0.077963
(3147,4240)(410073,509988)(410000,510000)	chr10	460000	1095	0.074617
(3324,4305)(420361,513672)(420000,520000)	chr10	470000	983	0.077856
(3392,4451)(430150,529986)(430000,530000)	chr10	480000	1061	0.088707
(3416,4504)(440026,538338)(440000,540000)	chr10	490000	1090	0.094568
(3495,4607)(450016,549909)(450000,550000)	chr10	500000	1114	0.097295
(3658,4755)(460228,559923)(460000,560000)	chr10	510000	1099	0.095812
(3686,4893)(470403,569895)(470000,570000)	chr10	520000	1209	0.107816
(3877,4993)(480038,579926)(480000,580000)	chr10	530000	1118	0.115789
(4077,5039)(490001,589768)(490000,590000)	chr10	540000	964	0.128370
(4169,5135)(500298,599606)(500000,600000)	chr10	550000	968	0.123971
(4241,5211)(510066,609811)(510000,610000)	chr10	560000	972	0.129380
(4306,5300)(520179,618816)(520000,620000)	chr10	570000	996	0.136091
(4452,5373)(530143,628952)(530000,630000)	chr10	580000	923	0.128874
(4505,5432)(541872,639733)(540000,640000)	chr10	590000	929	0.125018
(4608,5483)(550505,649948)(550000,650000)	chr10	600000	877	0.128570
(4756,5610)(560021,659984)(560000,660000)	chr10	610000	856	0.132137
(4894,5764)(570144,669917)(570000,670000)	chr10	620000	872	0.110652
(4994,5902)(580192,679874)(580000,680000)	chr10	630000	910	0.117983
(5040,6092)(590915,689907)(590000,690000)	chr10	640000	1054	0.110925
(5136,6222)(600276,699989)(600000,700000)	chr10	650000	1088	0.111313
(5212,6372)(610556,709855)(610000,710000)	chr10	660000	1162	0.108492
(5301,6481)(620616,719922)(620000,720000)	chr10	670000	1182	0.099011
(5374,6684)(630030,729993)(630000,730000)	chr10	680000	1312	0.094348
(5433,6879)(640735,739882)(640000,740000)	chr10	690000	1448	0.099692
(5484,6972)(650048,745030)(650000,750000)	chr10	700000	1490	0.097933
(5611,6973)(660060,756338)(660000,760000)	chr10	710000	1364	0.098545
(5765,6973)(670071,756338)(670000,770000)	chr10	720000	1210	0.101486
(5903,6973)(680095,756338)(680000,780000)	chr10	730000	1072	0.092868
(6093,7033)(690056,789515)(690000,790000)	chr10	740000	942	0.091443
(6223,7051)(700206,799832)(700000,800000)	chr10	750000	830	0.092627
(6373,7125)(710190,809948)(710000,810000)	chr10	760000	754	0.086691
(6482,7253)(720162,818529)(720000,820000)	chr10	770000	773	0.083074
(6685,7253)(730000,818529)(730000,830000)	chr10	780000	570	0.092178
(6880,7259)(740168,835876)(740000,840000)	chr10	790000	381	0.065308
(6973,7268)(756338,849656)(750000,850000)	chr10	800000	297	0.056495
(6974,7334)(780171,859267)(760000,860000)	chr10	810000	362	0.058204
(6974,7380)(780171,868771)(770000,870000)	chr10	820000	408	0.061946
(6974,7383)(780171,877037)(780000,880000)	chr10	830000	411	0.061676
(7034,7440)(790190,889862)(790000,890000)	chr10	840000	408	0.060450
(7052,7573)(800096,899989)(800000,900000)	chr10	850000	523	0.058713
(7126,7695)(810600,909713)(810000,910000)	chr10	860000	571	0.058981
(7254,7864)(835443,919967)(820000,920000)	chr10	870000	612	0.076397
(7254,7968)(835443,929203)(830000,930000)	chr10	880000	716	0.073912
(7260,7999)(843171,938753)(840000,940000)	chr10	890000	741	0.073151
(7269,8097)(850130,949824)(850000,950000)	chr10	900000	830	0.067808
(7335,8114)(860746,958298)(860000,960000)	chr10	910000	781	0.067558
(7381,8126)(876016,969470)(870000,970000)	chr10	920000	747	0.065469
(7384,8303)(881018,979876)(880000,980000)	chr10	930000	921	0.069575
(7441,8338)(890261,988684)(890000,990000)	chr10	940000	899	0.075685
(7574,8394)(900023,999717)(900000,1000000)	chr10	950000	822	0.079701
