region	chr	midPos	Nsites	Fst
(119,1112)(10286,109861)(10000,110000)	chr3	60000	995	0.106887
(150,1251)(22028,119910)(20000,120000)	chr3	70000	1103	0.094999
(204,1345)(30094,129991)(30000,130000)	chr3	80000	1143	0.104346
(240,1453)(40010,138146)(40000,140000)	chr3	90000	1215	0.101410
(352,1481)(50145,149595)(50000,150000)	chr3	100000	1131	0.096905
(448,1601)(60109,159929)(60000,160000)	chr3	110000	1155	0.095685
(573,1700)(70032,169988)(70000,170000)	chr3	120000	1129	0.090165
(667,1776)(80045,179796)(80000,180000)	chr3	130000	1111	0.089501
(817,1892)(90221,189902)(90000,190000)	chr3	140000	1077	0.085724
(958,1963)(100031,199956)(100000,200000)	chr3	150000	1007	0.100287
(1113,2048)(110030,209994)(110000,210000)	chr3	160000	937	0.103832
(1252,2162)(120155,219979)(120000,220000)	chr3	170000	912	0.110969
(1346,2275)(130059,229984)(130000,230000)	chr3	180000	931	0.097027
(1454,2423)(147720,239846)(140000,240000)	chr3	190000	971	0.097056
(1482,2532)(150240,249975)(150000,250000)	chr3	200000	1052	0.097694
(1602,2642)(160068,259973)(160000,260000)	chr3	210000	1042	0.100748
(1701,2802)(170029,269932)(170000,270000)	chr3	220000	1103	0.096162
(1777,2966)(180517,279995)(180000,280000)	chr3	230000	1191	0.090931
(1893,3091)(190456,289990)(190000,290000)	chr3	240000	1200	0.108157
(1964,3198)(200016,299297)(200000,300000)	chr3	250000	1236	0.099152
(2049,3198)(210019,299297)(210000,310000)	chr3	260000	1151	0.099277
(2163,3198)(220078,299297)(220000,320000)	chr3	270000	1037	0.100506
(2276,3205)(230469,329583)(230000,330000)	chr3	280000	931	0.099152
(2424,3237)(240206,339997)(240000,340000)	chr3	290000	815	0.101611
(2533,3273)(250852,349446)(250000,350000)	chr3	300000	742	0.099312
(2643,3295)(260025,359186)(260000,360000)	chr3	310000	654	0.096111
(2803,3321)(270026,369146)(270000,370000)	chr3	320000	520	0.101553
