region	chr	midPos	Nsites	Fst
(138,1059)(10201,108496)(10000,110000)	chr6	60000	923	0.075126
(172,1118)(24156,119941)(20000,120000)	chr6	70000	948	0.075251
(201,1229)(30020,129976)(30000,130000)	chr6	80000	1030	0.078597
(410,1393)(40008,139966)(40000,140000)	chr6	90000	985	0.085926
(497,1553)(50439,149609)(50000,150000)	chr6	100000	1058	0.092350
(536,1824)(60104,159989)(60000,160000)	chr6	110000	1290	0.089353
(723,2056)(70085,169993)(70000,170000)	chr6	120000	1335	0.086215
(898,2277)(80035,179777)(80000,180000)	chr6	130000	1381	0.083952
(994,2471)(96975,189989)(90000,190000)	chr6	140000	1479	0.080516
(1001,2669)(100212,199983)(100000,200000)	chr6	150000	1670	0.078048
(1060,2813)(110020,209861)(110000,210000)	chr6	160000	1755	0.077108
(1119,3045)(120094,219975)(120000,220000)	chr6	170000	1928	0.079184
(1230,3232)(130010,229982)(130000,230000)	chr6	180000	2004	0.080633
(1394,3436)(140207,239363)(140000,240000)	chr6	190000	2044	0.076974
(1554,3520)(150174,249960)(150000,250000)	chr6	200000	1968	0.074487
(1825,3670)(160010,259684)(160000,260000)	chr6	210000	1847	0.082735
(2057,3747)(170035,267966)(170000,270000)	chr6	220000	1692	0.085866
(2278,3747)(180189,267966)(180000,280000)	chr6	230000	1471	0.088054
(2472,3747)(190072,267966)(190000,290000)	chr6	240000	1277	0.093003
(2670,3747)(200018,267966)(200000,300000)	chr6	250000	1079	0.098690
(2814,3747)(210159,267966)(210000,310000)	chr6	260000	935	0.099935
(3046,3747)(220017,267966)(220000,320000)	chr6	270000	703	0.103201
(3233,3870)(230018,328620)(230000,330000)	chr6	280000	639	0.093684
(3437,3890)(240048,339649)(240000,340000)	chr6	290000	455	0.103830
(3521,3937)(250066,349398)(250000,350000)	chr6	300000	418	0.106393
(3671,3954)(260387,357684)(260000,360000)	chr6	310000	285	0.081857
(3748,3957)(322016,367260)(270000,370000)	chr6	320000	211	0.078593
(3748,3957)(322016,367260)(280000,380000)	chr6	330000	211	0.078593
(3748,3970)(322016,388449)(290000,390000)	chr6	340000	224	0.079140
(3748,3970)(322016,388449)(300000,400000)	chr6	350000	224	0.079140
(3748,3970)(322016,388449)(310000,410000)	chr6	360000	224	0.079140
(3748,3970)(322016,388449)(320000,420000)	chr6	370000	224	0.079140
(3871,3970)(330284,388449)(330000,430000)	chr6	380000	101	0.094495
(3891,3970)(344642,388449)(340000,440000)	chr6	390000	81	0.101755
(3938,3970)(350014,388449)(350000,450000)	chr6	400000	34	0.136263
(3955,3970)(366933,388449)(360000,460000)	chr6	410000	17	0.077554
(3958,3970)(387267,388449)(370000,470000)	chr6	420000	14	0.089300
(3958,3970)(387267,388449)(380000,480000)	chr6	430000	14	0.089300
(3971,3971)(484831,484831)(390000,490000)	chr6	440000	2	0.054744
(3971,3971)(484831,484831)(400000,500000)	chr6	450000	2	0.054744
(3971,3972)(484831,506836)(410000,510000)	chr6	460000	3	0.046411
(3971,3972)(484831,506836)(420000,520000)	chr6	470000	3	0.046411
(3971,3972)(484831,506836)(430000,530000)	chr6	480000	3	0.046411
(3971,3972)(484831,506836)(440000,540000)	chr6	490000	3	0.046411
(3971,3972)(484831,506836)(450000,550000)	chr6	500000	3	0.046411
(3971,3977)(484831,558977)(460000,560000)	chr6	510000	8	0.057030
(3971,3977)(484831,558977)(470000,570000)	chr6	520000	8	0.057030
(3971,4044)(484831,579985)(480000,580000)	chr6	530000	75	0.067492
(3972,4191)(506836,589950)(490000,590000)	chr6	540000	221	0.055891
(3972,4347)(506836,599906)(500000,600000)	chr6	550000	377	0.056105
(3973,4515)(556920,609877)(510000,610000)	chr6	560000	544	0.055697
(3973,4709)(556920,619958)(520000,620000)	chr6	570000	738	0.057905
(3973,4753)(556920,623952)(530000,630000)	chr6	580000	782	0.058096
(3973,4864)(556920,639484)(540000,640000)	chr6	590000	893	0.061804
(3973,4909)(556920,648150)(550000,650000)	chr6	600000	938	0.062089
(3978,5042)(575673,659632)(560000,660000)	chr6	610000	1066	0.062589
(3978,5158)(575673,669952)(570000,670000)	chr6	620000	1182	0.065545
(4045,5316)(580035,679829)(580000,680000)	chr6	630000	1273	0.066343
(4192,5495)(590018,689971)(590000,690000)	chr6	640000	1305	0.069947
(4348,5695)(600170,699993)(600000,700000)	chr6	650000	1349	0.070817
(4516,5880)(610105,709722)(610000,710000)	chr6	660000	1366	0.069257
(4710,5953)(620201,713562)(620000,720000)	chr6	670000	1245	0.069434
(4754,6079)(630956,729635)(630000,730000)	chr6	680000	1327	0.069705
(4865,6278)(646329,739804)(640000,740000)	chr6	690000	1415	0.069372
(4910,6412)(652177,749522)(650000,750000)	chr6	700000	1504	0.070138
(5043,6536)(660083,759756)(660000,760000)	chr6	710000	1495	0.072607
