region	chr	midPos	Nsites	Fst
(1,124)(50830,129864)(30000,130000)	chr4	80000	125	0.071966
(1,211)(50830,139840)(40000,140000)	chr4	90000	212	0.062537
(1,380)(50830,149948)(50000,150000)	chr4	100000	381	0.073707
(6,418)(60968,159407)(60000,160000)	chr4	110000	414	0.070871
(26,556)(97866,169865)(70000,170000)	chr4	120000	532	0.080772
(26,650)(97866,179254)(80000,180000)	chr4	130000	626	0.090237
(26,677)(97866,189995)(90000,190000)	chr4	140000	653	0.089696
(37,764)(100161,199945)(100000,200000)	chr4	150000	729	0.083873
(42,962)(111391,209703)(110000,210000)	chr4	160000	922	0.078444
(46,1058)(120304,219825)(120000,220000)	chr4	170000	1014	0.080745
(125,1136)(130189,229856)(130000,230000)	chr4	180000	1013	0.085641
(212,1205)(140085,239568)(140000,240000)	chr4	190000	995	0.087432
(381,1371)(150012,249992)(150000,250000)	chr4	200000	992	0.081958
(419,1560)(160546,259772)(160000,260000)	chr4	210000	1143	0.080813
(557,1720)(170091,269961)(170000,270000)	chr4	220000	1165	0.078336
(651,1807)(184372,279824)(180000,280000)	chr4	230000	1158	0.072839
(678,1915)(190187,289988)(190000,290000)	chr4	240000	1239	0.072847
(765,1999)(200018,299570)(200000,300000)	chr4	250000	1236	0.075160
(963,2115)(210861,309955)(210000,310000)	chr4	260000	1154	0.079174
(1059,2167)(220058,319332)(220000,320000)	chr4	270000	1110	0.075692
(1137,2201)(230073,329989)(230000,330000)	chr4	280000	1066	0.072015
(1206,2259)(240013,339618)(240000,340000)	chr4	290000	1055	0.072307
(1372,2371)(250006,349989)(250000,350000)	chr4	300000	1001	0.073205
(1561,2475)(261826,359907)(260000,360000)	chr4	310000	916	0.073913
(1721,2578)(270074,369944)(270000,370000)	chr4	320000	859	0.079240
(1808,2702)(280024,379897)(280000,380000)	chr4	330000	896	0.078631
(1916,2801)(290085,389496)(290000,390000)	chr4	340000	887	0.077947
(2000,2859)(300184,399933)(300000,400000)	chr4	350000	861	0.077233
(2116,2924)(310822,408862)(310000,410000)	chr4	360000	810	0.076305
(2168,3098)(320528,419993)(320000,420000)	chr4	370000	932	0.076249
(2202,3201)(330200,429977)(330000,430000)	chr4	380000	1001	0.074012
(2260,3344)(340281,439981)(340000,440000)	chr4	390000	1086	0.074283
(2372,3444)(350077,448826)(350000,450000)	chr4	400000	1074	0.076454
(2476,3465)(360031,459996)(360000,460000)	chr4	410000	991	0.076844
(2579,3476)(370105,460200)(370000,470000)	chr4	420000	899	0.070118
(2703,3501)(380656,479855)(380000,480000)	chr4	430000	800	0.070395
(2802,3556)(390027,489960)(390000,490000)	chr4	440000	756	0.070995
(2860,3673)(400054,499911)(400000,500000)	chr4	450000	815	0.074995
(2925,3882)(410139,509994)(410000,510000)	chr4	460000	959	0.079769
(3099,4085)(420346,519923)(420000,520000)	chr4	470000	988	0.081841
(3202,4169)(430148,529977)(430000,530000)	chr4	480000	969	0.088922
(3345,4283)(440043,539993)(440000,540000)	chr4	490000	940	0.097139
(3445,4354)(450628,549805)(450000,550000)	chr4	500000	911	0.103377
(3466,4465)(460040,559933)(460000,560000)	chr4	510000	1001	0.108519
(3477,4564)(472400,568882)(470000,570000)	chr4	520000	1089	0.108692
(3502,4708)(480463,579960)(480000,580000)	chr4	530000	1208	0.109863
(3557,4775)(490098,587791)(490000,590000)	chr4	540000	1220	0.112895
(3674,4789)(500056,599825)(500000,600000)	chr4	550000	1117	0.114744
(3883,4831)(510010,609983)(510000,610000)	chr4	560000	950	0.121467
(4086,4886)(520008,615068)(520000,620000)	chr4	570000	802	0.126636
(4170,4904)(530006,627547)(530000,630000)	chr4	580000	736	0.125663
(4284,4987)(540004,639751)(540000,640000)	chr4	590000	705	0.116148
(4355,5011)(550450,649607)(550000,650000)	chr4	600000	658	0.111294
(4466,5027)(560118,659513)(560000,660000)	chr4	610000	563	0.105087
(4565,5049)(570214,669467)(570000,670000)	chr4	620000	486	0.103791
(4709,5138)(580133,679978)(580000,680000)	chr4	630000	431	0.095746
(4776,5274)(592189,689961)(590000,690000)	chr4	640000	500	0.080694
(4790,5370)(600140,699989)(600000,700000)	chr4	650000	582	0.074184
(4832,5571)(610068,709776)(610000,710000)	chr4	660000	741	0.060308
(4887,5737)(623277,719822)(620000,720000)	chr4	670000	852	0.061460
(4905,5838)(634399,729585)(630000,730000)	chr4	680000	935	0.061998
(4988,5979)(641493,739835)(640000,740000)	chr4	690000	993	0.071138
(5012,5996)(655027,749973)(650000,750000)	chr4	700000	986	0.074249
(5028,6081)(661165,759716)(660000,760000)	chr4	710000	1055	0.076911
(5050,6147)(670147,769858)(670000,770000)	chr4	720000	1099	0.081556
(5139,6222)(680306,779813)(680000,780000)	chr4	730000	1085	0.083206
(5275,6306)(690000,789659)(690000,790000)	chr4	740000	1033	0.085735
(5371,6343)(700029,799983)(700000,800000)	chr4	750000	974	0.099984
(5572,6441)(710454,809754)(710000,810000)	chr4	760000	871	0.111071
(5738,6522)(720253,819953)(720000,820000)	chr4	770000	786	0.120713
(5839,6598)(730723,829981)(730000,830000)	chr4	780000	761	0.126096
(5980,6661)(740024,838458)(740000,840000)	chr4	790000	683	0.120528
(5997,6716)(750128,849984)(750000,850000)	chr4	800000	721	0.114363
(6082,6734)(760079,859983)(760000,860000)	chr4	810000	654	0.114848
(6148,6789)(770346,869862)(770000,870000)	chr4	820000	643	0.106616
(6223,6852)(780002,879614)(780000,880000)	chr4	830000	631	0.101933
(6307,6854)(790099,881793)(790000,890000)	chr4	840000	549	0.104721
(6344,6856)(800052,898228)(800000,900000)	chr4	850000	514	0.086418
(6442,6859)(810152,906384)(810000,910000)	chr4	860000	419	0.084115
(6523,6882)(820025,919917)(820000,920000)	chr4	870000	361	0.075183
(6599,6924)(830004,924564)(830000,930000)	chr4	880000	327	0.064541
(6662,6966)(840072,936668)(840000,940000)	chr4	890000	306	0.066179
(6717,6966)(850044,936668)(850000,950000)	chr4	900000	251	0.063715
(6735,6971)(860096,958856)(860000,960000)	chr4	910000	238	0.059699
(6790,6997)(870217,967781)(870000,970000)	chr4	920000	209	0.060951
(6853,7002)(881746,978325)(880000,980000)	chr4	930000	151	0.064847
(6855,7010)(898007,989640)(890000,990000)	chr4	940000	157	0.066203
(6857,7054)(906104,998264)(900000,1000000)	chr4	950000	199	0.067606
(6860,7056)(912101,1001371)(910000,1010000)	chr4	960000	198	0.067643
(6883,7056)(920379,1001371)(920000,1020000)	chr4	970000	175	0.070437
(6925,7056)(932855,1001371)(930000,1030000)	chr4	980000	133	0.077189
(6967,7113)(952587,1039886)(940000,1040000)	chr4	990000	148	0.069676
(6967,7222)(952587,1049399)(950000,1050000)	chr4	1000000	257	0.104594
(6972,7301)(963712,1059527)(960000,1060000)	chr4	1010000	331	0.131960
(6998,7386)(977497,1069810)(970000,1070000)	chr4	1020000	390	0.123224
(7003,7470)(980155,1079922)(980000,1080000)	chr4	1030000	469	0.109175
(7011,7563)(990614,1089897)(990000,1090000)	chr4	1040000	554	0.106127
(7055,7633)(1001331,1098720)(1000000,1100000)	chr4	1050000	580	0.109286
(7057,7639)(1031897,1100284)(1010000,1110000)	chr4	1060000	584	0.109319
(7057,7663)(1031897,1117997)(1020000,1120000)	chr4	1070000	608	0.109467
(7057,7704)(1031897,1129856)(1030000,1130000)	chr4	1080000	649	0.105953
(7114,7798)(1040026,1139982)(1040000,1140000)	chr4	1090000	686	0.103630
(7223,7927)(1050356,1149991)(1050000,1150000)	chr4	1100000	706	0.096562
(7302,8112)(1060387,1159955)(1060000,1160000)	chr4	1110000	812	0.079173
(7387,8219)(1070492,1169982)(1070000,1170000)	chr4	1120000	834	0.080001
(7471,8312)(1080055,1179591)(1080000,1180000)	chr4	1130000	843	0.090658
(7564,8383)(1090074,1189919)(1090000,1190000)	chr4	1140000	821	0.092051
(7634,8445)(1100140,1199694)(1100000,1200000)	chr4	1150000	813	0.091105
(7640,8501)(1112268,1209965)(1110000,1210000)	chr4	1160000	863	0.090440
(7664,8618)(1122958,1219708)(1120000,1220000)	chr4	1170000	956	0.098274
(7705,8652)(1130365,1229573)(1130000,1230000)	chr4	1180000	949	0.101679
(7799,8710)(1140031,1238205)(1140000,1240000)	chr4	1190000	913	0.110366
(7928,8768)(1150187,1249844)(1150000,1250000)	chr4	1200000	842	0.112107
(8113,8833)(1160059,1259763)(1160000,1260000)	chr4	1210000	722	0.131575
(8220,8968)(1170326,1269902)(1170000,1270000)	chr4	1220000	750	0.132929
(8313,8984)(1180296,1276733)(1180000,1280000)	chr4	1230000	673	0.131823
(8384,8984)(1190019,1276733)(1190000,1290000)	chr4	1240000	602	0.134896
(8446,8985)(1200339,1293531)(1200000,1300000)	chr4	1250000	541	0.139170
(8502,9109)(1210127,1309946)(1210000,1310000)	chr4	1260000	609	0.143109
(8619,9230)(1220017,1319938)(1220000,1320000)	chr4	1270000	613	0.131555
(8653,9384)(1230127,1329952)(1230000,1330000)	chr4	1280000	733	0.115853
(8711,9471)(1240244,1339884)(1240000,1340000)	chr4	1290000	762	0.103414
(8769,9561)(1250107,1349987)(1250000,1350000)	chr4	1300000	794	0.110196
(8834,9679)(1260000,1359863)(1260000,1360000)	chr4	1310000	847	0.093400
(8969,9833)(1270487,1369959)(1270000,1370000)	chr4	1320000	866	0.084949
(8985,9930)(1293531,1379956)(1280000,1380000)	chr4	1330000	947	0.078204
(8985,10028)(1293531,1389908)(1290000,1390000)	chr4	1340000	1045	0.076066
(8986,10123)(1301033,1399912)(1300000,1400000)	chr4	1350000	1139	0.077197
(9110,10210)(1310237,1409984)(1310000,1410000)	chr4	1360000	1102	0.073837
(9231,10341)(1320036,1419816)(1320000,1420000)	chr4	1370000	1112	0.072814
(9385,10437)(1330025,1428553)(1330000,1430000)	chr4	1380000	1054	0.079034
(9472,10437)(1340349,1428553)(1340000,1440000)	chr4	1390000	967	0.082423
(9562,10440)(1350013,1448450)(1350000,1450000)	chr4	1400000	880	0.072050
(9680,10465)(1360014,1457192)(1360000,1460000)	chr4	1410000	787	0.075422
(9834,10469)(1370120,1461106)(1370000,1470000)	chr4	1420000	637	0.081594
(9931,10475)(1380033,1477304)(1380000,1480000)	chr4	1430000	546	0.091454
(10029,10493)(1390002,1482906)(1390000,1490000)	chr4	1440000	466	0.097798
(10124,10545)(1400105,1499783)(1400000,1500000)	chr4	1450000	423	0.103553
(10211,10564)(1410048,1508418)(1410000,1510000)	chr4	1460000	355	0.112385
(10342,10624)(1420233,1518739)(1420000,1520000)	chr4	1470000	284	0.120959
(10438,10727)(1440676,1529972)(1430000,1530000)	chr4	1480000	291	0.141509
(10438,10839)(1440676,1539832)(1440000,1540000)	chr4	1490000	403	0.141586
(10441,11003)(1450943,1549883)(1450000,1550000)	chr4	1500000	564	0.117362
(10466,11095)(1460873,1559980)(1460000,1560000)	chr4	1510000	631	0.113866
(10470,11239)(1475059,1569835)(1470000,1570000)	chr4	1520000	771	0.103343
(10476,11379)(1480304,1579977)(1480000,1580000)	chr4	1530000	905	0.108015
(10494,11388)(1490375,1580970)(1490000,1590000)	chr4	1540000	896	0.109338
(10546,11392)(1500282,1599762)(1500000,1600000)	chr4	1550000	848	0.108097
(10565,11392)(1510787,1599762)(1510000,1610000)	chr4	1560000	829	0.102303
(10625,11392)(1520489,1599762)(1520000,1620000)	chr4	1570000	769	0.103052
(10728,11393)(1530079,1621070)(1530000,1630000)	chr4	1580000	667	0.092271
(10840,11397)(1540338,1639862)(1540000,1640000)	chr4	1590000	559	0.081210
(11004,11416)(1550032,1649068)(1550000,1650000)	chr4	1600000	414	0.088143
(11096,11498)(1560046,1659870)(1560000,1660000)	chr4	1610000	404	0.082708
(11240,11592)(1570147,1669827)(1570000,1670000)	chr4	1620000	354	0.092325
(11380,11692)(1580065,1679997)(1580000,1680000)	chr4	1630000	314	0.075996
(11389,11779)(1594173,1689982)(1590000,1690000)	chr4	1640000	392	0.075604
(11393,11805)(1621070,1699946)(1600000,1700000)	chr4	1650000	414	0.073417
(11393,11949)(1621070,1709893)(1610000,1710000)	chr4	1660000	558	0.070545
(11393,12090)(1621070,1719988)(1620000,1720000)	chr4	1670000	699	0.065600
(11394,12209)(1632988,1729943)(1630000,1730000)	chr4	1680000	817	0.064864
(11398,12308)(1640067,1739900)(1640000,1740000)	chr4	1690000	912	0.064568
(11417,12531)(1650652,1749952)(1650000,1750000)	chr4	1700000	1116	0.063380
(11499,12686)(1660054,1757027)(1660000,1760000)	chr4	1710000	1189	0.067398
(11593,12747)(1670053,1769997)(1670000,1770000)	chr4	1720000	1156	0.067659
(11693,12845)(1680050,1779994)(1680000,1780000)	chr4	1730000	1154	0.064868
(11780,13013)(1690141,1789168)(1690000,1790000)	chr4	1740000	1235	0.069550
(11806,13124)(1700157,1799928)(1700000,1800000)	chr4	1750000	1320	0.072602
(11950,13252)(1710262,1809975)(1710000,1810000)	chr4	1760000	1304	0.074288
(12091,13328)(1720032,1819752)(1720000,1820000)	chr4	1770000	1239	0.075980
(12210,13376)(1730006,1829897)(1730000,1830000)	chr4	1780000	1168	0.078199
(12309,13424)(1740292,1839730)(1740000,1840000)	chr4	1790000	1117	0.078945
(12532,13459)(1750002,1849510)(1750000,1850000)	chr4	1800000	929	0.083807
(12687,13488)(1760804,1859844)(1760000,1860000)	chr4	1810000	803	0.084586
(12748,13512)(1770967,1869827)(1770000,1870000)	chr4	1820000	766	0.084884
(12846,13591)(1780005,1879954)(1780000,1880000)	chr4	1830000	747	0.085956
(13014,13748)(1790608,1889620)(1790000,1890000)	chr4	1840000	736	0.091843
(13125,13778)(1800021,1899554)(1800000,1900000)	chr4	1850000	655	0.090604
(13253,13862)(1810196,1909772)(1810000,1910000)	chr4	1860000	611	0.097869
(13329,13932)(1820061,1919990)(1820000,1920000)	chr4	1870000	605	0.097386
(13377,13969)(1830027,1929803)(1830000,1930000)	chr4	1880000	594	0.096415
(13425,14067)(1840175,1939936)(1840000,1940000)	chr4	1890000	644	0.094631
(13460,14173)(1851459,1949923)(1850000,1950000)	chr4	1900000	715	0.089139
(13489,14258)(1860010,1958559)(1860000,1960000)	chr4	1910000	771	0.083495
(13513,14354)(1870374,1969900)(1870000,1970000)	chr4	1920000	843	0.083313
(13592,14447)(1880341,1974569)(1880000,1980000)	chr4	1930000	857	0.079510
(13749,14485)(1890960,1989991)(1890000,1990000)	chr4	1940000	738	0.065832
(13779,14653)(1900203,1999653)(1900000,2000000)	chr4	1950000	876	0.062639
(13863,14688)(1910037,2009742)(1910000,2010000)	chr4	1960000	827	0.056834
(13933,14810)(1922773,2019971)(1920000,2020000)	chr4	1970000	879	0.071375
(13970,14919)(1930074,2029972)(1930000,2030000)	chr4	1980000	951	0.069582
(14068,15107)(1940027,2039903)(1940000,2040000)	chr4	1990000	1041	0.065931
(14174,15199)(1950082,2049952)(1950000,2050000)	chr4	2000000	1027	0.066655
(14259,15325)(1960140,2059993)(1960000,2060000)	chr4	2010000	1068	0.083150
(14355,15468)(1970135,2069908)(1970000,2070000)	chr4	2020000	1115	0.079528
(14448,15602)(1983359,2079979)(1980000,2080000)	chr4	2030000	1156	0.082736
(14486,15734)(1990002,2089999)(1990000,2090000)	chr4	2040000	1250	0.087736
(14654,15827)(2000398,2099239)(2000000,2100000)	chr4	2050000	1175	0.102391
(14689,15915)(2010014,2109758)(2010000,2110000)	chr4	2060000	1228	0.102345
(14811,16034)(2020020,2119961)(2020000,2120000)	chr4	2070000	1225	0.096526
(14920,16221)(2030015,2129969)(2030000,2130000)	chr4	2080000	1303	0.101072
(15108,16298)(2040403,2139109)(2040000,2140000)	chr4	2090000	1192	0.105686
(15200,16388)(2050120,2149987)(2050000,2150000)	chr4	2100000	1190	0.113817
(15326,16475)(2060055,2159795)(2060000,2160000)	chr4	2110000	1151	0.104891
(15469,16546)(2070178,2169964)(2070000,2170000)	chr4	2120000	1079	0.114413
(15603,16675)(2080102,2179967)(2080000,2180000)	chr4	2130000	1074	0.131104
(15735,16718)(2090000,2189579)(2090000,2190000)	chr4	2140000	985	0.134209
(15828,16794)(2102454,2199293)(2100000,2200000)	chr4	2150000	968	0.124114
(15916,16869)(2110454,2209999)(2110000,2210000)	chr4	2160000	955	0.124363
(16035,16968)(2120076,2219790)(2120000,2220000)	chr4	2170000	935	0.124449
(16222,17078)(2130146,2229947)(2130000,2230000)	chr4	2180000	858	0.120787
(16299,17133)(2140006,2239905)(2140000,2240000)	chr4	2190000	836	0.124780
(16389,17175)(2150011,2249629)(2150000,2250000)	chr4	2200000	788	0.116331
(16476,17260)(2160026,2259627)(2160000,2260000)	chr4	2210000	786	0.112777
(16547,17285)(2170063,2269809)(2170000,2270000)	chr4	2220000	740	0.108805
(16676,17292)(2180154,2272436)(2180000,2280000)	chr4	2230000	618	0.086157
(16719,17292)(2190015,2272436)(2190000,2290000)	chr4	2240000	575	0.078885
(16795,17453)(2200793,2299988)(2200000,2300000)	chr4	2250000	660	0.082717
(16870,17540)(2210083,2309983)(2210000,2310000)	chr4	2260000	672	0.084214
(16969,17638)(2220060,2319995)(2220000,2320000)	chr4	2270000	671	0.096593
(17079,17689)(2230023,2329848)(2230000,2330000)	chr4	2280000	612	0.110143
(17134,17731)(2240051,2339900)(2240000,2340000)	chr4	2290000	599	0.116064
(17176,17771)(2250300,2349675)(2250000,2350000)	chr4	2300000	597	0.120265
(17261,17814)(2260212,2359951)(2260000,2360000)	chr4	2310000	555	0.127877
(17286,17903)(2270073,2369974)(2270000,2370000)	chr4	2320000	619	0.153293
(17293,18014)(2290555,2379914)(2280000,2380000)	chr4	2330000	723	0.148364
(17293,18069)(2290555,2389955)(2290000,2390000)	chr4	2340000	778	0.147688
(17454,18137)(2300000,2399918)(2300000,2400000)	chr4	2350000	685	0.157172
(17541,18178)(2310028,2409285)(2310000,2410000)	chr4	2360000	639	0.159027
(17639,18226)(2320003,2419916)(2320000,2420000)	chr4	2370000	589	0.157673
(17690,18256)(2330036,2429985)(2330000,2430000)	chr4	2380000	568	0.156600
(17732,18286)(2340035,2439739)(2340000,2440000)	chr4	2390000	556	0.153496
(17772,18298)(2350915,2449068)(2350000,2450000)	chr4	2400000	528	0.155109
(17815,18352)(2360014,2459842)(2360000,2460000)	chr4	2410000	539	0.154115
(17904,18376)(2370086,2469819)(2370000,2470000)	chr4	2420000	474	0.132870
(18015,18455)(2380681,2479836)(2380000,2480000)	chr4	2430000	442	0.119335
(18070,18520)(2390015,2489695)(2390000,2490000)	chr4	2440000	452	0.121529
(18138,18563)(2400093,2499856)(2400000,2500000)	chr4	2450000	427	0.120642
(18179,18635)(2410356,2509973)(2410000,2510000)	chr4	2460000	458	0.119206
(18227,18822)(2420665,2519202)(2420000,2520000)	chr4	2470000	597	0.088706
(18257,18846)(2430007,2525630)(2430000,2530000)	chr4	2480000	591	0.086513
(18287,18848)(2440870,2539621)(2440000,2540000)	chr4	2490000	563	0.085157
(18299,18866)(2450841,2548265)(2450000,2550000)	chr4	2500000	569	0.086505
(18353,18868)(2460654,2558556)(2460000,2560000)	chr4	2510000	517	0.083807
(18377,18868)(2470256,2558556)(2470000,2570000)	chr4	2520000	493	0.074270
(18456,18915)(2480493,2579957)(2480000,2580000)	chr4	2530000	461	0.093228
(18521,19012)(2493001,2589621)(2490000,2590000)	chr4	2540000	493	0.120782
(18564,19066)(2500014,2599556)(2500000,2600000)	chr4	2550000	504	0.125404
(18636,19136)(2510001,2608198)(2510000,2610000)	chr4	2560000	502	0.123286
(18823,19210)(2521353,2619806)(2520000,2620000)	chr4	2570000	389	0.159230
(18847,19256)(2538635,2629442)(2530000,2630000)	chr4	2580000	411	0.159462
(18849,19296)(2542599,2639893)(2540000,2640000)	chr4	2590000	449	0.171669
(18867,19322)(2551126,2649985)(2550000,2650000)	chr4	2600000	457	0.175504
(18869,19347)(2572002,2659885)(2560000,2660000)	chr4	2610000	480	0.174782
(18869,19411)(2572002,2669983)(2570000,2670000)	chr4	2620000	544	0.169954
(18916,19527)(2580065,2679957)(2580000,2680000)	chr4	2630000	613	0.153715
(19013,19576)(2590260,2689860)(2590000,2690000)	chr4	2640000	565	0.139287
(19067,19609)(2600407,2699989)(2600000,2700000)	chr4	2650000	544	0.137255
(19137,19685)(2610043,2709998)(2610000,2710000)	chr4	2660000	550	0.136752
(19211,19812)(2620059,2719946)(2620000,2720000)	chr4	2670000	603	0.133294
(19257,19869)(2630009,2729421)(2630000,2730000)	chr4	2680000	614	0.127933
(19297,19899)(2641824,2739446)(2640000,2740000)	chr4	2690000	604	0.113789
(19323,19899)(2650955,2739446)(2650000,2750000)	chr4	2700000	578	0.110121
(19348,19992)(2660160,2759975)(2660000,2760000)	chr4	2710000	646	0.110860
(19412,20041)(2670013,2769805)(2670000,2770000)	chr4	2720000	631	0.113367
