region	chr	midPos	Nsites	Fst
(129,1226)(10286,109861)(10000,110000)	chr3	60000	1099	0.097319
(164,1369)(21110,119910)(20000,120000)	chr3	70000	1207	0.088867
(224,1482)(30094,129991)(30000,130000)	chr3	80000	1260	0.095135
(270,1599)(40010,138146)(40000,140000)	chr3	90000	1331	0.094151
(386,1628)(50145,149595)(50000,150000)	chr3	100000	1244	0.090195
(489,1754)(60109,159929)(60000,160000)	chr3	110000	1267	0.089398
(626,1868)(70032,169988)(70000,170000)	chr3	120000	1244	0.088722
(759,1951)(80045,179796)(80000,180000)	chr3	130000	1194	0.082409
(915,2098)(90221,189939)(90000,190000)	chr3	140000	1185	0.079902
(1063,2220)(100031,199956)(100000,200000)	chr3	150000	1159	0.096496
(1227,2339)(110030,209994)(110000,210000)	chr3	160000	1114	0.095471
(1370,2461)(120044,219979)(120000,220000)	chr3	170000	1093	0.101600
(1483,2581)(130059,229984)(130000,230000)	chr3	180000	1100	0.093489
(1600,2741)(147720,239846)(140000,240000)	chr3	190000	1143	0.092663
(1629,2872)(150240,249975)(150000,250000)	chr3	200000	1245	0.091195
(1755,2988)(160068,259973)(160000,260000)	chr3	210000	1235	0.093689
(1869,3174)(170029,269932)(170000,270000)	chr3	220000	1307	0.089488
(1952,3348)(180517,279995)(180000,280000)	chr3	230000	1398	0.087023
(2099,3523)(190264,289990)(190000,290000)	chr3	240000	1426	0.101701
(2221,3639)(200016,299297)(200000,300000)	chr3	250000	1420	0.091057
(2340,3639)(210019,299297)(210000,310000)	chr3	260000	1301	0.093222
(2462,3639)(220078,299297)(220000,320000)	chr3	270000	1179	0.094247
(2582,3645)(230469,329583)(230000,330000)	chr3	280000	1065	0.092630
(2742,3678)(240075,339997)(240000,340000)	chr3	290000	938	0.094638
(2873,3714)(250852,349446)(250000,350000)	chr3	300000	843	0.096258
(2989,3737)(260025,359186)(260000,360000)	chr3	310000	750	0.094321
(3175,3764)(270026,369146)(270000,370000)	chr3	320000	591	0.100027
(3349,3772)(280129,377993)(280000,380000)	chr3	330000	425	0.115222
(3524,3865)(290026,389887)(290000,390000)	chr3	340000	343	0.072134
(3640,3950)(328108,399756)(300000,400000)	chr3	350000	312	0.068706
(3640,4057)(328108,409953)(310000,410000)	chr3	360000	419	0.073673
(3640,4108)(328108,419970)(320000,420000)	chr3	370000	470	0.076184
(3646,4147)(331099,429528)(330000,430000)	chr3	380000	503	0.076500
(3679,4219)(340001,439976)(340000,440000)	chr3	390000	542	0.079300
(3715,4333)(350274,449975)(350000,450000)	chr3	400000	620	0.078094
(3738,4385)(361098,459387)(360000,460000)	chr3	410000	649	0.086043
(3765,4401)(373263,467247)(370000,470000)	chr3	420000	638	0.089715
(3773,4406)(380401,479506)(380000,480000)	chr3	430000	635	0.088840
(3866,4408)(390011,483970)(390000,490000)	chr3	440000	544	0.092468
(3951,4431)(400295,499959)(400000,500000)	chr3	450000	482	0.094981
(4058,4494)(410039,509921)(410000,510000)	chr3	460000	438	0.088211
(4109,4577)(420045,519995)(420000,520000)	chr3	470000	470	0.085721
(4148,4690)(430100,529746)(430000,530000)	chr3	480000	544	0.078480
(4220,4770)(440015,538877)(440000,540000)	chr3	490000	552	0.077510
(4334,4782)(450223,548926)(450000,550000)	chr3	500000	450	0.080131
(4386,4796)(461230,559814)(460000,560000)	chr3	510000	412	0.067922
(4402,4844)(470600,569953)(470000,570000)	chr3	520000	444	0.068788
(4407,4955)(480036,579911)(480000,580000)	chr3	530000	550	0.084393
(4409,4997)(491866,589906)(490000,590000)	chr3	540000	590	0.090549
(4432,5020)(500535,599876)(500000,600000)	chr3	550000	590	0.093348
(4495,5040)(510230,609394)(510000,610000)	chr3	560000	547	0.103023
(4578,5093)(520073,619637)(520000,620000)	chr3	570000	517	0.118533
(4691,5133)(530194,629463)(530000,630000)	chr3	580000	444	0.150857
(4771,5244)(540806,639857)(540000,640000)	chr3	590000	475	0.145746
(4783,5316)(550162,649977)(550000,650000)	chr3	600000	535	0.140756
(4797,5400)(560232,659947)(560000,660000)	chr3	610000	605	0.136234
(4845,5454)(570040,669998)(570000,670000)	chr3	620000	611	0.131952
(4956,5526)(580502,679999)(580000,680000)	chr3	630000	572	0.136831
(4998,5663)(590315,689946)(590000,690000)	chr3	640000	667	0.131921
(5021,5788)(600174,699838)(600000,700000)	chr3	650000	769	0.132155
(5041,5839)(610132,709869)(610000,710000)	chr3	660000	800	0.128382
(5094,5957)(621612,719745)(620000,720000)	chr3	670000	865	0.141835
(5134,6069)(630182,729971)(630000,730000)	chr3	680000	937	0.134370
(5245,6147)(640103,739556)(640000,740000)	chr3	690000	904	0.135824
(5317,6187)(650013,749963)(650000,750000)	chr3	700000	872	0.140485
(5401,6245)(660015,759054)(660000,760000)	chr3	710000	846	0.142758
(5455,6341)(670222,769988)(670000,770000)	chr3	720000	888	0.140830
(5527,6409)(680043,779795)(680000,780000)	chr3	730000	884	0.133568
(5664,6451)(690007,788975)(690000,790000)	chr3	740000	789	0.132407
(5789,6518)(700393,799917)(700000,800000)	chr3	750000	731	0.130105
(5840,6637)(710461,809919)(710000,810000)	chr3	760000	799	0.121509
(5958,6686)(720124,819855)(720000,820000)	chr3	770000	730	0.092459
(6070,6718)(730046,829876)(730000,830000)	chr3	780000	650	0.083543
(6148,6748)(741681,839029)(740000,840000)	chr3	790000	602	0.082510
(6188,6766)(750217,849877)(750000,850000)	chr3	800000	580	0.075429
(6246,6791)(760072,859108)(760000,860000)	chr3	810000	547	0.071438
(6342,6820)(770263,869918)(770000,870000)	chr3	820000	480	0.072800
(6410,6837)(780198,878278)(780000,880000)	chr3	830000	429	0.069832
(6452,6859)(790014,889944)(790000,890000)	chr3	840000	409	0.067260
(6519,6907)(800013,899209)(800000,900000)	chr3	850000	390	0.056565
(6638,6937)(810209,909725)(810000,910000)	chr3	860000	301	0.051343
(6687,6985)(820084,919939)(820000,920000)	chr3	870000	300	0.079125
(6719,7029)(830349,929995)(830000,930000)	chr3	880000	312	0.100726
(6749,7082)(840081,939282)(840000,940000)	chr3	890000	335	0.120621
(6767,7103)(850014,949709)(850000,950000)	chr3	900000	338	0.136573
(6792,7108)(860518,959998)(860000,960000)	chr3	910000	318	0.142969
(6821,7114)(870009,969396)(870000,970000)	chr3	920000	295	0.150903
(6838,7135)(880538,979983)(880000,980000)	chr3	930000	299	0.186033
(6860,7141)(890350,987255)(890000,990000)	chr3	940000	283	0.197550
(6908,7155)(904170,999732)(900000,1000000)	chr3	950000	249	0.222365
(6938,7241)(910071,1009989)(910000,1010000)	chr3	960000	305	0.206562
(6986,7277)(920162,1019763)(920000,1020000)	chr3	970000	293	0.225462
(7030,7326)(930051,1029981)(930000,1030000)	chr3	980000	298	0.253687
(7083,7360)(940411,1039316)(940000,1040000)	chr3	990000	279	0.253039
(7104,7381)(950929,1049986)(950000,1050000)	chr3	1000000	279	0.249639
(7109,7405)(961477,1059846)(960000,1060000)	chr3	1010000	298	0.246702
(7115,7477)(971059,1069716)(970000,1070000)	chr3	1020000	364	0.217597
(7136,7559)(981716,1079882)(980000,1080000)	chr3	1030000	425	0.191982
(7142,7596)(990452,1089811)(990000,1090000)	chr3	1040000	456	0.191833
(7156,7623)(1000163,1095305)(1000000,1100000)	chr3	1050000	469	0.188281
(7242,7642)(1010333,1109914)(1010000,1110000)	chr3	1060000	402	0.198607
(7278,7705)(1020096,1119672)(1020000,1120000)	chr3	1070000	429	0.171500
(7327,7759)(1030365,1129644)(1030000,1130000)	chr3	1080000	434	0.131413
(7361,7780)(1040530,1139439)(1040000,1140000)	chr3	1090000	421	0.123882
(7382,7800)(1050009,1149957)(1050000,1150000)	chr3	1100000	420	0.112509
(7406,7875)(1060115,1159993)(1060000,1160000)	chr3	1110000	471	0.099524
(7478,7938)(1070007,1169993)(1070000,1170000)	chr3	1120000	462	0.095292
(7560,7998)(1081237,1179643)(1080000,1180000)	chr3	1130000	440	0.088482
(7597,8054)(1090021,1189826)(1090000,1190000)	chr3	1140000	459	0.084566
(7624,8119)(1103354,1199800)(1100000,1200000)	chr3	1150000	497	0.079518
(7643,8222)(1110008,1209802)(1110000,1210000)	chr3	1160000	581	0.078371
(7706,8266)(1120361,1219855)(1120000,1220000)	chr3	1170000	562	0.075511
(7760,8297)(1130822,1229133)(1130000,1230000)	chr3	1180000	539	0.073932
(7781,8374)(1140652,1239794)(1140000,1240000)	chr3	1190000	595	0.069328
(7801,8469)(1150301,1249443)(1150000,1250000)	chr3	1200000	670	0.067381
(7876,8499)(1160094,1259916)(1160000,1260000)	chr3	1210000	625	0.074574
(7939,8503)(1170150,1269794)(1170000,1270000)	chr3	1220000	566	0.079974
(7999,8504)(1180027,1271141)(1180000,1280000)	chr3	1230000	507	0.074959
(8055,8517)(1190577,1289903)(1190000,1290000)	chr3	1240000	464	0.078780
(8120,8556)(1200227,1299852)(1200000,1300000)	chr3	1250000	438	0.086713
(8223,8633)(1210179,1309776)(1210000,1310000)	chr3	1260000	412	0.126125
(8267,8653)(1221758,1319929)(1220000,1320000)	chr3	1270000	388	0.148163
(8298,8697)(1230097,1329959)(1230000,1330000)	chr3	1280000	401	0.198119
(8375,8754)(1240091,1339918)(1240000,1340000)	chr3	1290000	381	0.214332
(8470,8839)(1250178,1348877)(1250000,1350000)	chr3	1300000	371	0.218725
(8500,8893)(1266338,1359463)(1260000,1360000)	chr3	1310000	395	0.199448
(8504,8923)(1271141,1369001)(1270000,1370000)	chr3	1320000	421	0.192019
(8505,8990)(1280609,1379691)(1280000,1380000)	chr3	1330000	487	0.192956
(8518,9043)(1291736,1389755)(1290000,1390000)	chr3	1340000	527	0.180218
(8557,9048)(1300074,1394475)(1300000,1400000)	chr3	1350000	493	0.182909
(8634,9114)(1310476,1409968)(1310000,1410000)	chr3	1360000	482	0.155561
(8654,9164)(1320074,1419822)(1320000,1420000)	chr3	1370000	512	0.140278
(8698,9189)(1330138,1429489)(1330000,1430000)	chr3	1380000	493	0.101992
(8755,9223)(1340151,1439443)(1340000,1440000)	chr3	1390000	470	0.111408
(8840,9319)(1350054,1449974)(1350000,1450000)	chr3	1400000	481	0.111247
(8894,9448)(1360173,1459759)(1360000,1460000)	chr3	1410000	556	0.134110
(8924,9482)(1371568,1469477)(1370000,1470000)	chr3	1420000	560	0.145725
(8991,9532)(1380270,1479855)(1380000,1480000)	chr3	1430000	543	0.143237
(9044,9596)(1390024,1489938)(1390000,1490000)	chr3	1440000	554	0.167961
(9049,9641)(1400701,1498798)(1400000,1500000)	chr3	1450000	594	0.170923
