region	chr	midPos	Nsites	Fst
(41,479)(20074,119777)(20000,120000)	chr12	70000	440	0.092324
(115,484)(30020,129913)(30000,130000)	chr12	80000	371	0.089005
(237,501)(40096,139927)(40000,140000)	chr12	90000	266	0.096645
(357,510)(50031,147232)(50000,150000)	chr12	100000	155	0.103848
(403,530)(65272,158431)(60000,160000)	chr12	110000	129	0.103980
(426,582)(70174,169975)(70000,170000)	chr12	120000	158	0.118461
(449,589)(81717,178852)(80000,180000)	chr12	130000	142	0.126372
(461,609)(90053,189863)(90000,190000)	chr12	140000	150	0.142182
(470,639)(100168,199954)(100000,200000)	chr12	150000	171	0.137703
(475,670)(110174,209903)(110000,210000)	chr12	160000	197	0.132188
(480,715)(124218,219864)(120000,220000)	chr12	170000	237	0.123464
(485,740)(130890,229969)(130000,230000)	chr12	180000	257	0.119400
(502,795)(141047,239825)(140000,240000)	chr12	190000	295	0.107384
(511,833)(151064,249847)(150000,250000)	chr12	200000	324	0.102895
(531,848)(161025,259243)(160000,260000)	chr12	210000	319	0.100962
(583,866)(170102,269749)(170000,270000)	chr12	220000	285	0.092381
(590,880)(181862,278067)(180000,280000)	chr12	230000	292	0.090894
(610,881)(190023,287511)(190000,290000)	chr12	240000	273	0.079888
(640,881)(200323,287511)(200000,300000)	chr12	250000	243	0.078261
(671,882)(210360,304304)(210000,310000)	chr12	260000	213	0.075458
(716,882)(220049,304304)(220000,320000)	chr12	270000	168	0.074039
(741,882)(230020,304304)(230000,330000)	chr12	280000	143	0.072274
(796,894)(240082,339933)(240000,340000)	chr12	290000	100	0.073076
(834,913)(250397,341105)(250000,350000)	chr12	300000	81	0.165527
(849,913)(260097,341105)(260000,360000)	chr12	310000	66	0.190025
(867,913)(270518,341105)(270000,370000)	chr12	320000	48	0.238265
(881,913)(287511,341105)(280000,380000)	chr12	330000	34	0.298868
(882,913)(304304,341105)(290000,390000)	chr12	340000	33	0.302554
(882,970)(304304,399772)(300000,400000)	chr12	350000	90	0.181533
(883,1079)(330644,409554)(310000,410000)	chr12	360000	198	0.140742
(883,1143)(330644,419342)(320000,420000)	chr12	370000	262	0.126517
(883,1221)(330644,429937)(330000,430000)	chr12	380000	340	0.107192
(895,1303)(340015,439956)(340000,440000)	chr12	390000	410	0.099479
(914,1331)(392240,449858)(350000,450000)	chr12	400000	419	0.077548
